"Stkcd","ShortName_EN","Accper","F100401A"
"000783","CJZQ","2025-06-30","0.945694"
"000783","CJZQ","2025-09-30","1.100843"
"000783","CJZQ","2025-12-31","1.072616"
"000783","CJZQ","2026-03-31","0.883245"
"000785","JRZJ","2024-06-30","0.721608"
"000785","JRZJ","2024-09-30","0.862916"
"000785","JRZJ","2024-12-31","1.064788"
"000785","JRZJ","2025-03-31","1.243229"
"000785","JRZJ","2025-06-30","0.891727"
"000785","JRZJ","2025-09-30","0.839682"
"000785","JRZJ","2025-12-31","0.919463"
"000785","JRZJ","2026-03-31","0.769667"
"000786","BXJC","2024-06-30","1.986566"
"000786","BXJC","2024-09-30","2.127638"
"000786","BXJC","2024-12-31","1.916521"
"000786","BXJC","2025-03-31","1.771867"
"000786","BXJC","2025-06-30","1.635003"
"000786","BXJC","2025-09-30","1.434718"
"000786","BXJC","2025-12-31","1.502276"
"000786","BXJC","2026-03-31","1.520796"
"000788","BDYY","2024-06-30","1.992337"
"000788","BDYY","2024-09-30","2.393681"
"000788","BDYY","2024-12-31","2.361736"
"000788","BDYY","2025-03-31","2.200923"
"000788","BDYY","2025-06-30","2.370476"
"000788","BDYY","2025-09-30","2.266800"
"000788","BDYY","2025-12-31","2.332441"
"000788","BDYY","2026-03-31","2.386989"
"000789","WNQ","2024-06-30","0.352247"
"000789","WNQ","2024-09-30","0.432815"
"000789","WNQ","2024-12-31","0.389463"
"000789","WNQ","2025-03-31","0.410795"
"000789","WNQ","2025-06-30","0.432093"
"000789","WNQ","2025-09-30","0.465153"
"000789","WNQ","2025-12-31","0.443040"
"000789","WNQ","2026-03-31","0.450120"
"000790","HSKJ","2024-06-30","1.976282"
"000790","HSKJ","2024-09-30","2.289781"
"000790","HSKJ","2024-12-31","2.277667"
"000790","HSKJ","2025-03-31","2.184453"
"000790","HSKJ","2025-06-30","2.378241"
"000790","HSKJ","2025-09-30","2.495338"
"000790","HSKJ","2025-12-31","3.414750"
"000790","HSKJ","2026-03-31","3.641698"
"000791","GSNY","2024-06-30","0.997515"
"000791","GSNY","2024-09-30","1.027547"
"000791","GSNY","2024-12-31","1.180722"
"000791","GSNY","2025-03-31","1.232714"
"000791","GSNY","2025-06-30","1.207542"
"000791","GSNY","2025-09-30","1.167979"
"000791","GSNY","2025-12-31","1.117697"
"000791","GSNY","2026-03-31","1.273713"
"000792","YHGF","2024-06-30","2.558168"
"000792","YHGF","2024-09-30","2.646305"
"000792","YHGF","2024-12-31","2.258551"
"000792","YHGF","2025-03-31","2.145529"
"000792","YHGF","2025-06-30","2.137048"
"000792","YHGF","2025-09-30","2.516030"
"000792","YHGF","2025-12-31","3.111733"
"000792","YHGF","2026-03-31","3.983761"
"000793","HWJT","2024-06-30","2.025721"
"000793","HWJT","2024-09-30","3.394573"
"000793","HWJT","2024-12-31","10.189741"
"000793","ST HW","2025-03-31","8.958949"
"000793","ST HW","2025-06-30","12.062827"
"000793","ST HW","2025-09-30","12.657983"
"000793","ST HW","2025-12-31","15.138733"
"000793","*ST HW","2026-03-31","15.413896"
"000795","YLH","2024-06-30","2.358796"
"000795","YLH","2024-09-30","2.699825"
"000795","YLH","2024-12-31","4.084709"
"000795","YLH","2025-03-31","4.343945"
"000795","YLH","2025-06-30","4.544815"
"000795","YLH","2025-09-30","4.651992"
"000795","YLH","2025-12-31","4.240139"
"000795","YLH","2026-03-31","3.621528"
"000796","ST KS","2024-06-30","5.272472"
"000796","ST KS","2024-09-30","5.665616"
"000796","KSLY","2024-12-31","7.586816"
"000796","KSLY","2025-03-31","6.237556"
"000796","KSLY","2025-06-30","6.681653"
"000796","KSLY","2025-09-30","10.570862"
"000796","KSLY","2025-12-31","11.000188"
"000796","KSLY","2026-03-31","8.031209"
"000797","ZGWY","2024-06-30","0.592072"
"000797","ZGWY","2024-09-30","0.872333"
"000797","ZGWY","2024-12-31","0.717070"
"000797","ZGWY","2025-03-31","0.746734"
"000797","ZGWY","2025-06-30","0.711550"
"000797","ZGWY","2025-09-30","0.738996"
"000797","ZGWY","2025-12-31","1.141839"
"000797","ZGWY","2026-03-31","0.898575"
"000798","ZSYY","2024-06-30","1.181631"
"000798","ZSYY","2024-09-30","1.617634"
"000798","ZSYY","2024-12-31","1.726913"
"000798","ZSYY","2025-03-31","1.625140"
"000798","ZSYY","2025-06-30","1.593847"
"000798","ZSYY","2025-09-30","1.716108"
"000798","ZSYY","2025-12-31","2.360429"
"000798","ZSYY","2026-03-31","2.289927"
"000799","JGJ","2024-06-30","3.498050"
"000799","JGJ","2024-09-30","4.187568"
"000799","JGJ","2024-12-31","4.555923"
"000799","JGJ","2025-03-31","3.744550"
"000799","JGJ","2025-06-30","3.780560"
"000799","JGJ","2025-09-30","5.381456"
"000799","JGJ","2025-12-31","4.744297"
"000799","JGJ","2026-03-31","3.685880"
"000800","YQJF","2024-06-30","1.491867"
"000800","YQJF","2024-09-30","1.774997"
"000800","YQJF","2024-12-31","1.517728"
"000800","YQJF","2025-03-31","1.495229"
"000800","YQJF","2025-06-30","1.276546"
"000800","YQJF","2025-09-30","1.290447"
"000800","YQJF","2025-12-31","1.244106"
"000800","YQJF","2026-03-31","1.216072"
"000801","SCJZ","2024-06-30","3.180708"
"000801","SCJZ","2024-09-30","3.222642"
"000801","SCJZ","2024-12-31","4.329986"
"000801","SCJZ","2025-03-31","4.782581"
"000801","SCJZ","2025-06-30","4.799383"
"000801","SCJZ","2025-09-30","4.992482"
"000801","SCJZ","2025-12-31","4.922647"
"000801","SCJZ","2026-03-31","4.011672"
"000802","BJWH","2024-06-30","3.171493"
"000802","BJWH","2024-09-30","3.743335"
"000802","BJWH","2024-12-31","4.662276"
"000802","BJWH","2025-03-31","3.933911"
"000802","BJWH","2025-06-30","4.150011"
"000802","BJWH","2025-09-30","4.302313"
"000802","BJWH","2025-12-31","5.410035"
"000802","BJWH","2026-03-31","4.850812"
"000803","SGHN","2024-06-30","1.171417"
"000803","SGHN","2024-09-30","1.326480"
"000803","SGHN","2024-12-31","1.673908"
"000803","SGHN","2025-03-31","1.727918"
"000803","SGHN","2025-06-30","1.940658"
"000803","SGHN","2025-09-30","2.230914"
"000803","SGHN","2025-12-31","2.275020"
"000803","SGHN","2026-03-31","2.599101"
"000807","YLGF","2024-06-30","1.500405"
"000807","YLGF","2024-09-30","1.615909"
"000807","YLGF","2024-12-31","1.459570"
"000807","YLGF","2025-03-31","1.806747"
"000807","YLGF","2025-06-30","1.594076"
"000807","YLGF","2025-09-30","1.948122"
"000807","YLGF","2025-12-31","3.216027"
"000807","YLGF","2026-03-31","2.716306"
"000809","*ST HZ","2024-06-30","0.521787"
"000809","*ST HZ","2024-09-30","0.443483"
"000809","*ST HZ","2024-12-31","0.927568"
"000809","*ST HZ","2025-03-31","0.984383"
"000809","HZNY","2025-06-30","0.933658"
"000809","HZNY","2025-09-30","0.962985"
"000809","HZNY","2025-12-31","1.123182"
"000809","HZNY","2026-03-31","1.181675"
"000810","CWSZ","2024-06-30","1.549829"
"000810","CWSZ","2024-09-30","1.984636"
"000810","CWSZ","2024-12-31","2.849997"
"000810","CWSZ","2025-03-31","2.300658"
"000810","CWSZ","2025-06-30","2.122934"
"000810","CWSZ","2025-09-30","2.430736"
"000810","CWSZ","2025-12-31","2.095655"
"000810","CWSZ","2026-03-31","1.921332"
"000811","BLHJ","2024-06-30","1.219955"
"000811","BLHJ","2024-09-30","1.254398"
"000811","BLHJ","2024-12-31","1.507501"
"000811","BLHJ","2025-03-31","1.482657"
"000811","BLHJ","2025-06-30","1.550659"
"000811","BLHJ","2025-09-30","2.054883"
"000811","BLHJ","2025-12-31","2.720038"
"000811","BLHJ","2026-03-31","2.470971"
"000812","SXJY","2024-06-30","1.447582"
"000812","SXJY","2024-09-30","1.762282"
"000812","SXJY","2024-12-31","1.899763"
"000812","SXJY","2025-03-31","1.802622"
"000812","SXJY","2025-06-30","1.909805"
"000812","SXJY","2025-09-30","1.888306"
"000812","SXJY","2025-12-31","2.286842"
"000812","SXJY","2026-03-31","2.099797"
"000813","DZJK","2024-06-30","0.345783"
"000813","DZJK","2024-09-30","0.513683"
"000813","DZJK","2024-12-31","0.526672"
"000813","DZJK","2025-03-31","0.560135"
"000813","DZJK","2025-06-30","0.558421"
"000813","DZJK","2025-09-30","0.708836"
"000813","DZJK","2025-12-31","0.672877"
"000813","DZJK","2026-03-31","0.622667"
"000815","MLY","2024-06-30","2.637221"
"000815","MLY","2024-09-30","3.561717"
"000815","MLY","2024-12-31","5.890535"
"000815","MLY","2025-03-31","6.656196"
"000815","MLY","2025-06-30","6.534858"
"000815","MLY","2025-09-30","6.152238"
"000815","MLY","2025-12-31","5.475217"
"000815","MLY","2026-03-31","9.062752"
"000816","ZHNY","2024-06-30","0.848448"
"000816","ZHNY","2024-09-30","1.314180"
"000816","ZHNY","2024-12-31","1.746707"
"000816","ZHNY","2025-03-31","1.904876"
"000816","ZHNY","2025-06-30","1.780042"
"000816","ZHNY","2025-09-30","1.762679"
"000816","ZHNY","2025-12-31","2.162254"
"000816","ZHNY","2026-03-31","1.948781"
"000818","HJKJ","2024-06-30","3.743640"
"000818","HJKJ","2024-09-30","3.480249"
"000818","HJKJ","2024-12-31","4.772722"
"000818","HJKJ","2025-03-31","6.567265"
"000818","HJKJ","2025-06-30","5.398332"
"000818","HJKJ","2025-09-30","5.682339"
"000818","HJKJ","2025-12-31","4.931609"
"000818","HJKJ","2026-03-31","6.000507"
"000819","YYXC","2024-06-30","2.941481"
"000819","YYXC","2024-09-30","2.930946"
"000819","YYXC","2024-12-31","2.722337"
"000819","YYXC","2025-03-31","2.688885"
"000819","YYXC","2025-06-30","2.555096"
"000819","YYXC","2025-09-30","2.738571"
"000819","YYXC","2025-12-31","2.726793"
"000819","YYXC","2026-03-31","2.401316"
"000820","SWJN","2024-06-30","1.516636"
"000820","SWJN","2024-09-30","2.612695"
"000820","SWJN","2024-12-31","1.575605"
"000820","SWJN","2025-03-31","1.163027"
"000820","*ST JN","2025-06-30","1.319253"
"000820","*ST JN","2025-09-30","1.224931"
"000820","*ST JN","2025-12-31","3.143213"
"000820","*ST JN","2026-03-31","3.074594"
"000821","JSQJ","2024-06-30","1.760114"
"000821","JSQJ","2024-09-30","1.836436"
"000821","JSQJ","2024-12-31","1.821469"
"000821","JSQJ","2025-03-31","1.765547"
"000821","JSQJ","2025-06-30","1.628527"
"000821","JSQJ","2025-09-30","1.746976"
"000821","JSQJ","2025-12-31","1.907722"
"000821","ST JJ","2026-03-31","1.658230"
"000822","SDHH","2024-06-30","0.983800"
"000822","SDHH","2024-09-30","1.030053"
"000822","SDHH","2024-12-31","0.981338"
"000822","SDHH","2025-03-31","0.981640"
"000822","SDHH","2025-06-30","1.070114"
"000822","SDHH","2025-09-30","1.037686"
"000822","SDHH","2025-12-31","1.233213"
"000822","SDHH","2026-03-31","1.483215"
"000823","CSDZ","2024-06-30","0.873467"
"000823","CSDZ","2024-09-30","0.912822"
"000823","CSDZ","2024-12-31","1.037983"
"000823","CSDZ","2025-03-31","1.049711"
"000823","CSDZ","2025-06-30","1.182158"
"000823","CSDZ","2025-09-30","1.372986"
"000823","CSDZ","2025-12-31","1.330876"
"000823","CSDZ","2026-03-31","1.232929"
"000825","TGBX","2024-06-30","0.535727"
"000825","TGBX","2024-09-30","0.635438"
"000825","TGBX","2024-12-31","0.568809"
"000825","TGBX","2025-03-31","0.565504"
"000825","TGBX","2025-06-30","0.579726"
"000825","TGBX","2025-09-30","0.641408"
"000825","TGBX","2025-12-31","0.795112"
"000825","TGBX","2026-03-31","0.704765"
"000826","QDHJ","2024-06-30","0.242030"
"000826","QDHJ","2024-09-30","0.407891"
"000826","QDHJ","2024-12-31","0.582187"
"000826","QDHJ","2025-03-31","0.542647"
"000826","QDHJ","2025-06-30","0.651019"
"000826","QDHJ","2025-09-30","1.318959"
"000826","QDHJ","2025-12-31","32.652624"
"000826","QDHJ","2026-03-31",""
"000828","DGKG","2024-06-30","0.975826"
"000828","DGKG","2024-09-30","1.187032"
"000828","DGKG","2024-12-31","1.115677"
"000828","DGKG","2025-03-31","1.025137"
"000828","DGKG","2025-06-30","1.095651"
"000828","DGKG","2025-09-30","1.129193"
"000828","DGKG","2025-12-31","1.087407"
"000828","DGKG","2026-03-31","0.982715"
"000829","TYKG","2024-06-30","3.052873"
"000829","TYKG","2024-09-30","3.577436"
"000829","TYKG","2024-12-31","4.403189"
"000829","TYKG","2025-03-31","3.612250"
"000829","TYKG","2025-06-30","3.477806"
"000829","TYKG","2025-09-30","3.265629"
"000829","TYKG","2025-12-31","3.656946"
"000829","TYKG","2026-03-31","3.505623"
"000830","LXHG","2024-06-30","1.235442"
"000830","LXHG","2024-09-30","1.299196"
"000830","LXHG","2024-12-31","1.186745"
"000830","LXHG","2025-03-31","1.197285"
"000830","LXHG","2025-06-30","1.039374"
"000830","LXHG","2025-09-30","1.440834"
"000830","LXHG","2025-12-31","1.654064"
"000830","LXHG","2026-03-31","1.565400"
"000831","ZGXT","2024-06-30","5.717152"
"000831","ZGXT","2024-09-30","6.327417"
"000831","ZGXT","2024-12-31","6.183590"
"000831","ZGXT","2025-03-31","6.874589"
"000831","ZGXT","2025-06-30","7.708945"
"000831","ZGXT","2025-09-30","10.971075"
"000831","ZGXT","2025-12-31","9.886431"
"000831","ZGXT","2026-03-31","9.931597"
"000833","YGGF","2024-06-30","1.064503"
"000833","YGGF","2024-09-30","1.227530"
"000833","YGGF","2024-12-31","2.388478"
"000833","YGGF","2025-03-31","2.389130"
"000833","YGGF","2025-06-30","2.533795"
"000833","YGGF","2025-09-30","2.673203"
"000833","YGGF","2025-12-31","3.716366"
"000833","YGGF","2026-03-31","4.680355"
"000837","QCJC","2024-06-30","1.366171"
"000837","QCJC","2024-09-30","1.597942"
"000837","QCJC","2024-12-31","1.657200"
"000837","QCJC","2025-03-31","2.570018"
"000837","QCJC","2025-06-30","2.220905"
"000837","QCJC","2025-09-30","2.579482"
"000837","QCJC","2025-12-31","2.379600"
"000837","QCJC","2026-03-31","1.927055"
"000838","CXFZ","2024-06-30","2.735745"
"000838","CXFZ","2024-09-30","3.861233"
"000838","CXFZ","2024-12-31","5.554427"
"000838","CXFZ","2025-03-31","4.963442"
"000838","CXFZ","2025-06-30","5.343586"
"000838","CXFZ","2025-09-30","6.513589"
"000838","CXFZ","2025-12-31",""
"000838","CXFZ","2026-03-31",""
"000839","ZXGA","2024-06-30","20.587572"
"000839","ZXGA","2024-09-30","15.059839"
"000839","ZXGA","2024-12-31","15.895653"
"000839","ZXGA","2025-03-31","14.138333"
"000839","ZXGA","2025-06-30","14.735325"
"000839","GAGF","2025-09-30","11.349627"
"000839","GAGF","2025-12-31","10.065864"
"000839","GAGF","2026-03-31","13.947984"
"000848","CDLL","2024-06-30","2.710326"
"000848","CDLL","2024-09-30","2.816319"
"000848","CDLL","2024-12-31","2.745509"
"000848","CDLL","2025-03-31","2.471324"
"000848","CDLL","2025-06-30","2.836606"
"000848","CDLL","2025-09-30","2.522536"
"000848","CDLL","2025-12-31","2.483886"
"000848","CDLL","2026-03-31","2.193318"
"000850","HMGF","2024-06-30","0.655930"
"000850","HMGF","2024-09-30","0.926201"
"000850","HMGF","2024-12-31","0.859983"
"000850","HMGF","2025-03-31","0.881649"
"000850","HMGF","2025-06-30","0.911602"
"000850","HMGF","2025-09-30","0.932438"
"000850","HMGF","2025-12-31","1.097526"
"000850","HMGF","2026-03-31","1.018537"
"000851","ST GH","2024-06-30","0.590761"
"000851","ST GH","2024-09-30","1.029884"
"000851","ST GH","2024-12-31","4.318505"
"000851","ST GH","2025-03-31","3.507367"
"000851","*ST GH","2025-06-30","4.139008"
"000851","*ST GH","2025-09-30","1.008320"
"000852","SHJX","2024-06-30","1.588846"
"000852","SHJX","2024-09-30","1.790927"
"000852","SHJX","2024-12-31","2.016063"
"000852","SHJX","2025-03-31","2.131907"
"000852","SHJX","2025-06-30","1.886262"
"000852","SHJX","2025-09-30","1.847784"
"000852","SHJX","2025-12-31","2.098434"
"000852","SHJX","2026-03-31","2.000778"
"000856","JDZB","2024-06-30","3.057046"
"000856","JDZB","2024-09-30","3.726160"
"000856","JDZB","2024-12-31","3.497688"
"000856","JDZB","2025-03-31","5.507930"
"000856","JDZB","2025-06-30","5.476357"
"000856","JDZB","2025-09-30","5.561794"
"000856","JDZB","2025-12-31","5.119311"
"000856","JDZB","2026-03-31","5.833955"
"000858","WLY","2024-06-30","3.707613"
"000858","WLY","2024-09-30","4.534749"
"000858","WLY","2024-12-31","3.985346"
"000858","WLY","2025-03-31","3.359515"
"000858","WLY","2025-06-30","3.202106"
"000858","WLY","2025-09-30","3.225282"
"000858","WLY","2026-03-31","3.072174"
"000859","GFXC","2024-06-30","1.086864"
"000859","GFXC","2024-09-30","1.309557"
"000859","GFXC","2024-12-31","1.624149"
"000859","GFXC","2025-03-31","1.728938"
"000859","GFXC","2025-06-30","2.377261"
"000859","GFXC","2025-09-30","2.133284"
"000859","GFXC","2025-12-31","3.334874"
"000859","GFXC","2026-03-31","3.348215"
"000860","SXNY","2024-06-30","1.717984"
"000860","SXNY","2024-09-30","2.069225"
"000860","SXNY","2024-12-31","2.047282"
"000860","SXNY","2025-03-31","1.698916"
"000860","SXNY","2025-06-30","1.619268"
"000860","SXNY","2025-09-30","1.643158"
"000860","SXNY","2025-12-31","1.598551"
"000860","SXNY","2026-03-31","1.381592"
"000861","HYGF","2024-06-30","0.554116"
"000862","YXNY","2024-06-30","1.001391"
"000862","YXNY","2024-09-30","1.045954"
"000862","YXNY","2024-12-31","1.049806"
"000862","YXNY","2025-03-31","1.010440"
"000862","YXNY","2025-06-30","1.117664"
"000862","YXNY","2025-09-30","1.114199"
"000862","YXNY","2025-12-31","1.226966"
"000862","YXNY","2026-03-31","1.408756"
"000863","SXYX","2024-06-30","0.665365"
"000863","SXYX","2024-09-30","0.651792"
"000863","SXYX","2024-12-31","0.649750"
"000863","SXYX","2025-03-31","0.600195"
"000863","SXYX","2025-06-30","0.588063"
"000863","SXYX","2025-09-30","0.610159"
"000863","SXYX","2025-12-31","1.127292"
"000863","SXYX","2026-03-31","1.036080"
"000868","AKKC","2024-06-30","4.009277"
"000868","AKKC","2024-09-30","5.568214"
"000868","AKKC","2024-12-31","5.293356"
"000868","AKKC","2025-03-31","7.181389"
"000868","AKKC","2025-06-30","6.082638"
"000868","AKKC","2025-09-30","5.805505"
"000868","AKKC","2025-12-31","5.519209"
"000868","AKKC","2026-03-31","5.106161"
"000869","ZYA","2024-06-30","1.377305"
"000869","ZYA","2024-09-30","1.633416"
"000869","ZYA","2024-12-31","1.446230"
"000869","ZYA","2025-03-31","1.322519"
"000869","ZYA","2025-06-30","1.332781"
"000869","ZYA","2025-09-30","1.372985"
"000869","ZYA","2025-12-31","1.288370"
"000869","ZYA","2026-03-31","1.189671"
"000875","JDGF","2024-06-30","0.706783"
"000875","JDGF","2024-09-30","0.730142"
"000875","JDGF","2024-12-31","0.766247"
"000875","JDGF","2025-03-31","0.704810"
"000875","JDGF","2025-06-30","0.675144"
"000875","JDGF","2025-09-30","0.831384"
"000875","JDGF","2025-12-31","0.757207"
"000875","DTLN","2026-03-31","0.866863"
"000876","XXW","2024-06-30","1.240824"
"000876","XXW","2024-09-30","1.353310"
"000876","XXW","2024-12-31","1.112121"
"000876","XXW","2025-03-31","1.155547"
"000876","XXW","2025-06-30","1.166412"
"000876","XXW","2025-09-30","1.237571"
"000876","XXW","2025-12-31","1.207198"
"000876","XXW","2026-03-31","1.088127"
"000877","TSGF","2024-06-30","0.483044"
"000877","TSGF","2024-09-30","0.419316"
"000877","TSGF","2024-12-31","0.405089"
"000877","TSGF","2025-03-31","0.403129"
"000877","TSGF","2025-06-30","0.334929"
"000877","TSGF","2025-09-30","0.434007"
"000877","TSGF","2025-12-31","0.413299"
"000877","TSGF","2026-03-31","0.396580"
"000878","YNTY","2024-06-30","1.407788"
"000878","YNTY","2024-09-30","1.522255"
"000878","YNTY","2024-12-31","1.324289"
"000878","YNTY","2025-03-31","1.398466"
"000878","YNTY","2025-06-30","1.342478"
"000878","YNTY","2025-09-30","1.866678"
"000878","YNTY","2025-12-31","2.354765"
"000878","YNTY","2026-03-31","1.829234"
"000880","WCZJ","2024-06-30","1.298954"
"000880","WCZJ","2024-09-30","1.681506"
"000880","WCZJ","2024-12-31","2.782169"
"000880","WCZJ","2025-03-31","5.151965"
"000880","WCZJ","2025-06-30","5.830685"
"000880","WCZJ","2025-09-30","7.421645"
"000880","WCZJ","2025-12-31","6.027905"
"000880","WCZJ","2026-03-31","5.687107"
"000881","ZGHJ","2024-06-30","1.024897"
"000881","ZGHJ","2024-09-30","1.141814"
"000881","ZGHJ","2024-12-31","1.249021"
"000881","ZGHJ","2025-03-31","1.186104"
"000881","ZGHJ","2025-06-30","1.487726"
"000881","ZGHJ","2025-09-30","1.192460"
"000881","ZGHJ","2025-12-31","1.496184"
"000881","ZGHJ","2026-03-31","1.284841"
"000882","HLGF","2024-06-30","0.364237"
"000882","HLGF","2024-09-30","0.659872"
"000882","HLGF","2024-12-31","0.825569"
"000882","HLGF","2025-03-31","0.888419"
"000882","HLGF","2025-06-30","0.779431"
"000882","HLGF","2025-09-30","0.809259"
"000882","HLGF","2025-12-31","0.854853"
"000882","HLGF","2026-03-31","0.684923"
"000883","HBNY","2024-06-30","0.985298"
"000883","HBNY","2024-09-30","0.844972"
"000883","HBNY","2024-12-31","0.796261"
"000883","HBNY","2025-03-31","0.759138"
"000883","HBNY","2025-06-30","0.711441"
"000883","HBNY","2025-09-30","0.702848"
"000883","HBNY","2025-12-31","0.726414"
"000883","HBNY","2026-03-31","0.754481"
"000885","CFHJ","2024-06-30","0.874779"
"000885","CFHJ","2024-09-30","0.869220"
"000885","CFHJ","2024-12-31","0.880780"
"000885","CFHJ","2025-03-31","0.836173"
"000885","CFHJ","2025-06-30","0.859389"
"000885","CFHJ","2025-09-30","0.944389"
"000885","CFHJ","2025-12-31","0.831659"
"000885","CFHJ","2026-03-31","0.803651"
"000886","HNGS","2024-06-30","1.361582"
"000886","HNGS","2024-09-30","1.635686"
"000886","HNGS","2024-12-31","2.504309"
"000886","HNGS","2025-03-31","1.991737"
"000886","HNGS","2025-06-30","2.183542"
"000886","HNGS","2025-09-30","2.172203"
"000886","HNGS","2025-12-31","2.083478"
"000886","HNGS","2026-03-31","1.713045"
"000887","ZDGF","2024-06-30","1.287527"
"000887","ZDGF","2024-09-30","1.429563"
"000887","ZDGF","2024-12-31","1.325380"
"000887","ZDGF","2025-03-31","1.875065"
"000887","ZDGF","2025-06-30","1.685762"
"000887","ZDGF","2025-09-30","2.316113"
"000887","ZDGF","2025-12-31","2.120234"
"000887","ZDGF","2026-03-31","1.613010"
"000888","EMSA","2024-06-30","2.376698"
"000888","EMSA","2024-09-30","2.959828"
"000888","EMSA","2024-12-31","2.867557"
"000888","EMSA","2025-03-31","2.944232"
"000888","EMSA","2025-06-30","3.073569"
"000888","EMSA","2025-09-30","2.746203"
"000888","EMSA","2025-12-31","2.893624"
"000888","EMSA","2026-03-31","2.735401"
"000889","ST ZJ","2024-06-30","11.719210"
"000889","ST ZJ","2024-09-30","15.269724"
"000889","ST ZJ","2024-12-31","24.134833"
"000889","ST ZJ","2025-03-31","24.981021"
"000889","ZJBC","2025-06-30","42.774644"
"000889","ZJBC","2025-09-30","47.134948"
"000889","ZJBC","2025-12-31","45.561806"
"000889","ZJBC","2026-03-31","45.212196"
"000890","FES","2024-06-30","9.064960"
"000890","FES","2024-09-30","7.971697"
"000890","FES","2024-12-31","14.904030"
"000890","FES","2025-03-31","16.176701"
"000890","FES","2025-06-30","27.605703"
"000890","FES","2025-09-30","38.238218"
"000890","FES","2025-12-31","28.931690"
"000890","FES","2026-03-31","104.482021"
"000892","HRSJ","2024-06-30","2.215160"
"000892","HRSJ","2024-09-30","3.018558"
"000892","HRSJ","2024-12-31","3.782387"
"000892","HRSJ","2025-03-31","4.115616"
"000892","HRSJ","2025-06-30","5.658971"
"000892","HRSJ","2025-09-30","7.939965"
"000892","HRSJ","2025-12-31","11.551409"
"000892","HRSJ","2026-03-31","10.597441"
"000893","YJGJ","2024-06-30","1.165370"
"000893","YJGJ","2024-09-30","1.364468"
"000893","YJGJ","2024-12-31","1.389033"
"000893","YJGJ","2025-03-31","1.867878"
"000893","YJGJ","2025-06-30","2.218833"
"000893","YJGJ","2025-09-30","2.771339"
"000893","YJGJ","2025-12-31","3.315823"
"000893","YJGJ","2026-03-31","4.061365"
"000895","SHFZ","2024-06-30","3.932455"
"000895","SHFZ","2024-09-30","4.653786"
"000895","SHFZ","2024-12-31","4.217632"
"000895","SHFZ","2025-03-31","4.157341"
"000895","SHFZ","2025-06-30","4.016999"
"000895","SHFZ","2025-09-30","4.190923"
"000895","SHFZ","2025-12-31","4.252556"
"000895","SHFZ","2026-03-31","4.303477"
"000897","JBFZ","2024-06-30","1.062694"
"000897","JBFZ","2024-09-30","1.341446"
"000897","JBFZ","2024-12-31","1.157540"
"000897","JBFZ","2025-03-31","1.123884"
"000897","JBFZ","2025-06-30","1.178458"
"000897","JBFZ","2025-09-30","1.162422"
"000897","JBFZ","2025-12-31","1.178033"
"000897","JBFZ","2026-03-31","1.090966"
"000898","AGGF","2024-06-30","0.375049"
"000898","AGGF","2024-09-30","0.455944"
"000898","AGGF","2024-12-31","0.462682"
"000898","AGGF","2025-03-31","0.464881"
"000898","AGGF","2025-06-30","0.456209"
"000898","AGGF","2025-09-30","0.528598"
"000898","AGGF","2025-12-31","0.526957"
"000898","AGGF","2026-03-31","0.509453"
"000899","GNGF","2024-06-30","1.705712"
"000899","GNGF","2024-09-30","1.503943"
"000899","GNGF","2024-12-31","1.434382"
"000899","GNGF","2025-03-31","1.427174"
"000899","GNGF","2025-06-30","1.236571"
"000899","GNGF","2025-09-30","1.236630"
"000899","GNGF","2025-12-31","1.280479"
"000899","GNGF","2026-03-31","1.615729"
"000900","XDTZ","2024-06-30","0.390699"
"000900","XDTZ","2024-09-30","0.452256"
"000900","XDTZ","2024-12-31","0.467790"
"000900","XDTZ","2025-03-31","0.431655"
"000900","XDTZ","2025-06-30","0.445460"
"000900","XDTZ","2025-09-30","0.434194"
"000900","XDTZ","2025-12-31","0.434581"
"000900","XDTZ","2026-03-31","0.404970"
"000901","HTKJ","2024-06-30","1.604520"
"000901","HTKJ","2024-09-30","2.057007"
"000901","HTKJ","2024-12-31","2.011796"
"000901","HTKJ","2025-03-31","1.999385"
"000901","HTKJ","2025-06-30","2.207034"
"000901","HTKJ","2025-09-30","2.982749"
"000901","HTKJ","2025-12-31","5.155656"
"000901","HTKJ","2026-03-31","4.107278"
"000902","XYF","2024-06-30","1.466390"
"000902","XYF","2024-09-30","1.608538"
"000902","XYF","2024-12-31","1.521293"
"000902","XYF","2025-03-31","1.405193"
"000902","XYF","2025-06-30","1.524498"
"000902","XYF","2025-09-30","1.484634"
"000902","XYF","2025-12-31","1.637546"
"000902","XYF","2026-03-31","1.576526"
"000903","YNDL","2024-06-30","1.213145"
"000903","YNDL","2024-09-30","1.815136"
"000903","YNDL","2024-12-31","4.073323"
"000903","YNDL","2025-03-31","4.144444"
"000903","YNDL","2025-06-30","5.791266"
"000903","ST YD","2025-09-30","4.147982"
"000903","ST YD","2025-12-31","7.759139"
"000903","ST YD","2026-03-31","8.148213"
"000905","XMGW","2024-06-30","0.660349"
"000905","XMGW","2024-09-30","0.749801"
"000905","XMGW","2024-12-31","0.829903"
"000905","XMGW","2025-03-31","0.866593"
"000905","XMGW","2025-06-30","0.916087"
"000905","XMGW","2025-09-30","0.930022"
"000905","XMGW","2025-12-31","1.478992"
"000905","XMGW","2026-03-31","1.235706"
"000906","ZSZT","2024-06-30","0.512430"
