"Stkcd","ShortName_EN","Accper","F100401A"
"301203","GTHB","2024-09-30","1.691060"
"301203","GTHB","2024-12-31","1.656995"
"301203","GTHB","2025-03-31","1.665043"
"301203","GTHB","2025-06-30","1.813355"
"301203","GTHB","2025-09-30","1.930265"
"301203","GTHB","2025-12-31","1.791085"
"301203","GTHB","2026-03-31","2.221701"
"301205","LTKJ","2024-06-30","5.635280"
"301205","LTKJ","2024-09-30","6.649504"
"301205","LTKJ","2024-12-31","6.499272"
"301205","LTKJ","2025-03-31","5.731657"
"301205","LTKJ","2025-06-30","8.112594"
"301205","LTKJ","2025-09-30","7.929846"
"301205","LTKJ","2025-12-31","13.501179"
"301205","LTKJ","2026-03-31","16.630350"
"301206","SYSW","2024-06-30","1.096265"
"301206","SYSW","2024-09-30","1.299149"
"301206","SYSW","2024-12-31","1.180742"
"301206","SYSW","2025-03-31","1.152448"
"301206","SYSW","2025-06-30","1.353869"
"301206","SYSW","2025-09-30","1.355572"
"301206","SYSW","2025-12-31","1.254773"
"301206","SYSW","2026-03-31","1.227220"
"301207","HLYM","2024-06-30","1.795299"
"301207","HLYM","2024-09-30","2.049390"
"301207","HLYM","2024-12-31","1.750164"
"301207","HLYM","2025-03-31","1.679537"
"301207","HLYM","2025-06-30","1.712134"
"301207","HLYM","2025-09-30","1.830140"
"301207","HLYM","2025-12-31","1.962934"
"301207","HLYM","2026-03-31","2.015060"
"301208","ZYKJ","2024-06-30","2.217479"
"301208","ZYKJ","2024-09-30","3.178269"
"301208","ZYKJ","2024-12-31","3.027817"
"301208","ZYKJ","2025-03-31","3.052208"
"301208","ZYKJ","2025-06-30","3.442927"
"301208","ZYKJ","2025-09-30","3.288896"
"301208","ZYKJ","2025-12-31","3.055550"
"301208","ZYKJ","2026-03-31","2.524535"
"301209","LHHX","2024-06-30","2.482372"
"301209","LHHX","2024-09-30","2.860444"
"301209","LHHX","2024-12-31","2.969144"
"301209","LHHX","2025-03-31","3.903089"
"301209","LHHX","2025-06-30","15.519092"
"301209","LHHX","2025-09-30","17.159569"
"301209","LHHX","2025-12-31","16.356708"
"301209","LHHX","2026-03-31","12.483416"
"301210","JYGF","2024-06-30","1.263807"
"301210","JYGF","2024-09-30","1.562318"
"301210","JYGF","2024-12-31","1.298830"
"301210","JYGF","2025-03-31","2.244122"
"301210","JYGF","2025-06-30","2.421519"
"301210","JYGF","2025-09-30","2.950049"
"301210","JYJM","2025-12-31","2.083144"
"301210","JYJM","2026-03-31","2.176917"
"301211","HDYY","2024-06-30","1.838842"
"301211","HDYY","2024-09-30","2.179357"
"301211","HDYY","2024-12-31","2.650955"
"301211","HDYY","2025-03-31","2.167842"
"301211","HDYY","2025-06-30","2.240819"
"301211","HDYY","2025-09-30","2.205086"
"301211","HDYY","2025-12-31","2.244857"
"301211","HDYY","2026-03-31","2.202816"
"301212","LSHX","2024-06-30","1.611098"
"301212","LSHX","2024-09-30","1.703842"
"301212","LSHX","2024-12-31","1.628556"
"301212","LSHX","2025-03-31","1.780149"
"301212","LSHX","2025-06-30","2.064154"
"301212","LSHX","2025-09-30","2.023910"
"301212","LSHX","2025-12-31","2.358615"
"301212","LSHX","2026-03-31","2.088269"
"301213","GXKJ","2024-06-30","2.671441"
"301213","GXKJ","2024-09-30","3.680714"
"301213","GXKJ","2024-12-31","4.321584"
"301213","GXKJ","2025-03-31","4.844681"
"301213","GXKJ","2025-06-30","6.435212"
"301213","GXKJ","2025-09-30","5.300306"
"301213","GXKJ","2025-12-31","6.809389"
"301213","GXKJ","2026-03-31","6.575196"
"301215","ZQGF","2024-06-30","2.774135"
"301215","ZQGF","2024-09-30","2.929624"
"301215","ZQGF","2024-12-31","2.757752"
"301215","ZQGF","2025-03-31","2.638260"
"301215","ZQGF","2025-06-30","2.860372"
"301215","ZQGF","2025-09-30","3.020286"
"301215","ZQGF","2025-12-31","3.102394"
"301215","ZQGF","2026-03-31","2.701235"
"301216","WKXC","2024-06-30","1.019848"
"301216","WKXC","2024-09-30","1.085410"
"301216","WKXC","2024-12-31","0.984399"
"301216","WKXC","2025-03-31","1.248745"
"301216","WKXC","2025-06-30","1.205216"
"301216","WKXC","2025-09-30","1.933807"
"301216","WKXC","2025-12-31","1.563321"
"301216","WKXC","2026-03-31","2.305241"
"301217","TGTB","2024-06-30","1.454307"
"301217","TGTB","2024-09-30","1.702270"
"301217","TGTB","2024-12-31","1.706746"
"301217","TGTB","2025-03-31","1.643864"
"301217","TGTB","2025-06-30","1.925576"
"301217","TGTB","2025-09-30","4.784314"
"301217","TGTB","2025-12-31","5.271859"
"301217","TGTB","2026-03-31","5.651261"
"301218","HSKJ","2024-06-30","2.495790"
"301218","HSKJ","2024-09-30","2.805252"
"301218","HSKJ","2024-12-31","2.551592"
"301218","HSKJ","2025-03-31","2.435621"
"301218","HSKJ","2025-06-30","2.544825"
"301218","HSKJ","2025-09-30","2.525245"
"301218","HSKJ","2025-12-31","2.864036"
"301218","HSKJ","2026-03-31","4.136461"
"301219","TYGY","2024-06-30","1.324044"
"301219","TYGY","2024-09-30","1.798509"
"301219","TYGY","2024-12-31","1.514084"
"301219","TYGY","2025-03-31","1.768117"
"301219","TYGY","2025-06-30","1.720916"
"301219","TYGY","2025-09-30","2.398967"
"301219","TYGY","2025-12-31","2.148313"
"301219","TYGY","2026-03-31","1.797752"
"301220","YXGF","2024-06-30","1.293169"
"301220","YXGF","2024-09-30","1.394847"
"301220","YXGF","2024-12-31","1.823764"
"301220","YXGF","2025-03-31","3.832227"
"301220","YXGF","2025-06-30","2.896022"
"301220","YXGF","2025-09-30","2.695175"
"301220","YXGF","2025-12-31","2.413599"
"301220","YXGF","2026-03-31","2.604304"
"301221","GTXX","2024-06-30","1.661806"
"301221","GTXX","2024-09-30","2.337529"
"301221","GTXX","2024-12-31","2.279249"
"301221","GTXX","2025-03-31","2.215970"
"301221","GTXX","2025-06-30","2.396356"
"301221","GTXX","2025-09-30","2.456490"
"301221","GTXX","2025-12-31","2.537579"
"301221","GTXX","2026-03-31","2.139718"
"301222","ZJHW","2024-06-30","1.851476"
"301222","ZJHW","2024-09-30","1.855816"
"301222","ZJHW","2024-12-31","1.817882"
"301222","ZJHW","2025-03-31","1.935677"
"301222","ZJHW","2025-06-30","2.074711"
"301222","ZJHW","2025-09-30","2.186846"
"301222","ZJHW","2025-12-31","1.978425"
"301222","ZJHW","2026-03-31","2.321786"
"301223","ZRGF","2024-06-30","0.989499"
"301223","ZRGF","2024-09-30","1.087759"
"301223","ZRGF","2024-12-31","1.036914"
"301223","ZRGF","2025-03-31","1.050333"
"301223","ZRGF","2025-06-30","1.058682"
"301223","ZRGF","2025-09-30","1.107839"
"301223","ZRGF","2025-12-31","1.152464"
"301223","ZRGF","2026-03-31","1.176081"
"301225","HBGF","2024-06-30","2.104393"
"301225","HBGF","2024-09-30","2.047066"
"301225","HBGF","2024-12-31","1.870713"
"301225","HBGF","2025-03-31","2.729736"
"301225","HBGF","2025-06-30","5.253134"
"301225","HBGF","2025-09-30","5.997323"
"301225","HBGF","2025-12-31","10.861550"
"301225","HBGF","2026-03-31","6.473373"
"301226","XMZN","2024-06-30","2.034385"
"301226","XMZN","2024-09-30","2.737294"
"301226","XMZN","2024-12-31","2.802374"
"301226","XMZN","2025-03-31","3.369612"
"301226","XMZN","2025-06-30","3.270444"
"301226","XMZN","2025-09-30","3.942952"
"301226","XMZN","2025-12-31","4.055841"
"301226","XMZN","2026-03-31","5.113924"
"301227","SYCY","2024-06-30","1.035516"
"301227","SYCY","2024-09-30","1.096805"
"301227","SYCY","2024-12-31","0.915839"
"301227","SYCY","2025-03-31","0.940533"
"301227","SYCY","2025-06-30","1.389066"
"301227","SYCY","2025-09-30","2.496137"
"301227","SYCY","2025-12-31","3.112513"
"301227","SYCY","2026-03-31","2.078161"
"301228","SPJC","2024-06-30","1.294078"
"301228","SPJC","2024-09-30","2.027907"
"301228","SPJC","2024-12-31","2.004056"
"301228","SPJC","2025-03-31","3.332046"
"301228","SPJC","2025-06-30","4.344679"
"301228","SPJC","2025-09-30","4.861227"
"301228","SPJC","2025-12-31","7.471750"
"301228","SPJC","2026-03-31","8.452980"
"301229","NTG","2024-06-30","2.855964"
"301229","NTG","2024-09-30","2.642608"
"301229","NTG","2024-12-31","2.574236"
"301229","NTG","2025-03-31","2.871857"
"301229","NTG","2025-06-30","3.067580"
"301229","NTG","2025-09-30","3.628338"
"301229","NTG","2025-12-31","3.294516"
"301229","NTG","2026-03-31","2.587422"
"301230","HBYY","2024-06-30","2.957308"
"301230","HBYY","2024-09-30","3.360883"
"301230","HBYY","2024-12-31","3.449462"
"301230","HBYY","2025-03-31","4.125249"
"301230","HBYY","2025-06-30","4.531915"
"301230","HBYY","2025-09-30","4.735033"
"301230","HBYY","2025-12-31","4.151889"
"301230","HBYY","2026-03-31","5.503766"
"301231","RXWH","2024-06-30","1.781315"
"301231","RXWH","2024-09-30","1.874089"
"301231","RXWH","2024-12-31","1.750953"
"301231","RXWH","2025-03-31","2.270649"
"301231","RXWH","2025-06-30","2.249847"
"301231","RXWH","2025-09-30","2.390682"
"301231","RXWH","2025-12-31","3.144204"
"301231","RXWH","2026-03-31","3.149416"
"301232","FWKJ","2024-06-30","1.374402"
"301232","FWKJ","2024-09-30","1.438590"
"301232","FWKJ","2024-12-31","1.337834"
"301232","FWKJ","2025-03-31","1.361385"
"301232","FWKJ","2025-06-30","1.660948"
"301232","FWKJ","2025-09-30","2.097709"
"301232","FWKJ","2025-12-31","8.899777"
"301232","FWKJ","2026-03-31","8.979516"
"301233","SBGF","2024-06-30","2.224957"
"301233","SBGF","2024-09-30","2.339678"
"301233","SBGF","2024-12-31","2.531124"
"301233","SBGF","2025-03-31","2.518522"
"301233","SBGF","2025-06-30","3.015194"
"301233","SBGF","2025-09-30","2.969096"
"301233","SBGF","2025-12-31","2.764791"
"301233","SBGF","2026-03-31","2.591698"
"301234","WZYL","2024-06-30","1.977982"
"301234","WZYL","2024-09-30","2.314398"
"301234","WZYL","2024-12-31","2.242896"
"301234","WZYL","2025-03-31","2.353922"
"301234","WZYL","2025-06-30","2.702326"
"301234","WZYL","2025-09-30","3.888857"
"301234","WZYL","2025-12-31","3.797543"
"301234","WZYL","2026-03-31","3.285633"
"301235","HKYL","2024-06-30","1.051686"
"301235","HKYL","2024-09-30","1.164323"
"301235","HKYL","2024-12-31","1.183370"
"301235","HKJJ","2025-03-31","1.165161"
"301235","HKJJ","2025-06-30","1.411754"
"301235","HKJJ","2025-09-30","1.972211"
"301235","HKJJ","2025-12-31","2.054725"
"301235","HKJJ","2026-03-31","2.480818"
"301236","RTDL","2024-06-30","3.244491"
"301236","RTDL","2024-09-30","4.648155"
"301236","RTDL","2024-12-31","5.245534"
"301236","RTDL","2025-03-31","5.249312"
"301236","RTDL","2025-06-30","5.027342"
"301236","RTDL","2025-09-30","4.959193"
"301236","RTDL","2025-12-31","4.230721"
"301236","RTDL","2026-03-31","2.807652"
"301237","HSKJ","2024-06-30","1.280158"
"301237","HSKJ","2024-09-30","1.361805"
"301237","HSKJ","2024-12-31","1.409862"
"301237","HSKJ","2025-03-31","1.369206"
"301237","HSKJ","2025-06-30","1.700733"
"301237","HSKJ","2025-09-30","2.851520"
"301237","HSKJ","2025-12-31","3.964645"
"301237","HSKJ","2026-03-31","3.544204"
"301238","RTXC","2024-06-30","1.471519"
"301238","RTXC","2024-09-30","1.729350"
"301238","RTXC","2024-12-31","1.543749"
"301238","RTXC","2025-03-31","1.783263"
"301238","RTXC","2025-06-30","1.879536"
"301238","RTXC","2025-09-30","2.225284"
"301238","RTXC","2025-12-31","2.035967"
"301238","RTXC","2026-03-31","1.899137"
"301239","PRYK","2024-06-30","2.262622"
"301239","PRYK","2024-09-30","3.060540"
"301239","PRYK","2024-12-31","3.308150"
"301239","PRYK","2025-03-31","2.829316"
"301239","PRYK","2025-06-30","2.732247"
"301239","PRYK","2025-09-30","2.557221"
"301239","PRYK","2025-12-31","2.380775"
"301239","PRYK","2026-03-31","2.458581"
"301246","HYYY","2024-06-30","1.238768"
"301246","HYYY","2024-09-30","1.342601"
"301246","HYYY","2024-12-31","1.240979"
"301246","HYYY","2025-03-31","1.255768"
"301246","HYYY","2025-06-30","1.394728"
"301246","HYYY","2025-09-30","1.346005"
"301246","HYYY","2025-12-31","2.242781"
"301246","HYYY","2026-03-31","2.006293"
"301248","JCZN","2024-06-30","1.521643"
"301248","JCZN","2024-09-30","1.595714"
"301248","JCZN","2024-12-31","1.664013"
"301248","JCZN","2025-03-31","1.966485"
"301248","JCZN","2025-06-30","2.504608"
"301248","JCZN","2025-09-30","2.855969"
"301248","JCZN","2025-12-31","3.252422"
"301248","JCZN","2026-03-31","4.618926"
"301251","WEG","2024-06-30","3.202418"
"301251","WEG","2024-09-30","2.854711"
"301251","WEG","2024-12-31","3.127636"
"301251","WEG","2025-03-31","3.201122"
"301251","WEG","2025-06-30","3.425483"
"301251","WEG","2025-09-30","4.887393"
"301251","WEG","2025-12-31","4.450712"
"301251","WEG","2026-03-31","4.792408"
"301252","TXKJ","2024-06-30","2.991480"
"301252","TXKJ","2024-09-30","2.804861"
"301252","TXKJ","2024-12-31","3.196468"
"301252","TXKJ","2025-03-31","3.162130"
"301252","TXKJ","2025-06-30","3.301623"
"301252","TXKJ","2025-09-30","3.863338"
"301252","TXKJ","2025-12-31","4.138997"
"301252","TXKJ","2026-03-31","4.486406"
"301255","TLKJ","2024-06-30","3.334519"
"301255","TLKJ","2024-09-30","3.448975"
"301255","TLKJ","2024-12-31","3.443475"
"301255","TLKJ","2025-03-31","4.503663"
"301255","TLKJ","2025-06-30","4.515139"
"301255","TLKJ","2025-09-30","4.832234"
"301255","TLKJ","2025-12-31","4.197586"
"301255","TLKJ","2026-03-31","3.956097"
"301256","HRHX","2024-06-30","1.735522"
"301256","HRHX","2024-09-30","2.056728"
"301256","HRHX","2024-12-31","2.110181"
"301256","HRHX","2025-03-31","2.723334"
"301256","HRHX","2025-06-30","2.978278"
"301256","HRHX","2025-09-30","3.055050"
"301256","HRHX","2025-12-31","3.777120"
"301256","HRHX","2026-03-31","3.532015"
"301257","PRS","2024-06-30","1.985482"
"301257","PRS","2024-09-30","2.326481"
"301257","PRS","2024-12-31","1.827177"
"301257","PRS","2025-03-31","2.124652"
"301257","PRS","2025-06-30","2.008107"
"301257","PRS","2025-09-30","3.023652"
"301257","PRS","2025-12-31","3.238592"
"301257","PRS","2026-03-31","3.419044"
"301258","FSL","2024-06-30","1.207610"
"301258","FSL","2024-09-30","1.300177"
"301258","FSL","2024-12-31","1.147507"
"301258","FSL","2025-03-31","1.180973"
"301258","FSL","2025-06-30","1.440436"
"301258","FSL","2025-09-30","1.631391"
"301258","FSL","2025-12-31","1.597832"
"301258","FSL","2026-03-31","1.563279"
"301259","ABL","2024-06-30","3.738033"
"301259","ABL","2024-09-30","5.767802"
"301259","ABL","2024-12-31","8.402916"
"301259","ABL","2025-03-31","6.645559"
"301259","ABL","2025-06-30","8.643734"
"301259","ABL","2025-09-30","6.499728"
"301259","ABL","2025-12-31","4.844349"
"301259","ABL","2026-03-31","4.531782"
"301260","GLB","2024-06-30","1.438214"
"301260","GLB","2024-09-30","1.663337"
"301260","GLB","2024-12-31","1.484444"
"301260","GLB","2025-03-31","1.466744"
"301260","GLB","2025-06-30","2.008773"
"301260","GLB","2025-09-30","2.218961"
"301260","GLB","2025-12-31","1.941352"
"301260","GLB","2026-03-31","1.670537"
"301261","HGJM","2024-06-30","2.122577"
"301261","HGJM","2024-09-30","2.279951"
"301261","HGJM","2024-12-31","2.400559"
"301261","HGJM","2025-03-31","5.258357"
"301261","HGJM","2025-06-30","4.112421"
"301261","HGJM","2025-09-30","5.340662"
"301261","HGJM","2025-12-31","5.811571"
"301261","HGJM","2026-03-31","4.120137"
"301262","HKGF","2024-06-30","2.633082"
"301262","HKGF","2024-09-30","3.136782"
"301262","HKGF","2024-12-31","2.795642"
"301262","HKGF","2025-03-31","2.751844"
"301262","HKGF","2025-06-30","2.912174"
"301262","HKGF","2025-09-30","2.657610"
"301262","HKGF","2025-12-31","2.789792"
"301262","HKGF","2026-03-31","2.494123"
"301263","TEK","2024-06-30","2.993228"
"301263","TEK","2024-09-30","3.492040"
"301263","TEK","2024-12-31","3.511483"
"301263","TEK","2025-03-31","4.607740"
"301263","TEK","2025-06-30","8.282998"
"301263","TEK","2025-09-30","7.761548"
"301263","TEK","2025-12-31","7.084317"
"301263","TEK","2026-03-31","6.224169"
"301265","HXHB","2024-06-30","1.153167"
"301265","HXHB","2024-09-30","1.353870"
"301265","HXHB","2024-12-31","1.273258"
"301265","HXHB","2025-03-31","1.290766"
"301265","HXHB","2025-06-30","1.412492"
"301265","HXHB","2025-09-30","1.655685"
"301265","HXHB","2025-12-31","1.918116"
"301265","HXHB","2026-03-31","2.884256"
"301266","YBXC","2024-06-30","1.951543"
"301266","YBXC","2024-09-30","2.341154"
"301266","YBXC","2024-12-31","2.021924"
"301266","YBXC","2025-03-31","2.097880"
"301266","YBXC","2025-06-30","1.990018"
"301266","YBXC","2025-09-30","2.016731"
"301266","YBXC","2025-12-31","2.171936"
"301266","YBXC","2026-03-31","2.268297"
"301267","HXYK","2024-06-30","2.963839"
"301267","HXYK","2024-09-30","3.415563"
"301267","HXYK","2024-12-31","2.655220"
"301267","HXYK","2025-03-31","2.727211"
"301267","HXYK","2025-06-30","2.655987"
"301267","HXYK","2025-09-30","2.692505"
"301267","HXYK","2025-12-31","2.769780"
"301267","HXYK","2026-03-31","2.517017"
"301268","MLD","2024-06-30","2.613877"
"301268","MLD","2024-09-30","3.167029"
"301268","MLD","2024-12-31","3.483711"
"301268","MLD","2025-03-31","3.976981"
"301268","MLD","2025-06-30","4.073191"
"301268","MLD","2025-09-30","5.274556"
"301268","MLD","2025-12-31","4.559013"
"301268","MLD","2026-03-31","5.127571"
"301269","HDJT","2024-06-30","8.646373"
"301269","HDJT","2024-09-30","10.296537"
"301269","HDJT","2024-12-31","13.138944"
"301269","HDJT","2025-03-31","12.370052"
"301269","HDJT","2025-06-30","13.366855"
"301269","HDJT","2025-09-30","13.257704"
"301269","HDJT","2025-12-31","11.021668"
"301269","HDJT","2026-03-31","8.488540"
"301270","HYGF","2024-06-30","2.437494"
"301270","HYGF","2024-09-30","3.420890"
"301270","HYGF","2024-12-31","3.565479"
"301270","HYGF","2025-03-31","3.578040"
"301270","HYGF","2025-06-30","4.712715"
"301270","HYGF","2025-09-30","3.884379"
"301270","HYGF","2025-12-31","3.831646"
"301270","HYGF","2026-03-31","3.251289"
"301272","YHT","2024-06-30","2.256325"
"301272","YHT","2024-09-30","2.162562"
"301272","YHT","2024-12-31","1.958872"
"301272","YHT","2025-03-31","2.102174"
"301272","YHT","2025-06-30","2.097306"
"301272","YHT","2025-09-30","2.867650"
"301272","YHT","2025-12-31","2.342745"
"301272","YHT","2026-03-31","2.237230"
"301273","RCHB","2024-06-30","1.140815"
"301273","RCHB","2024-09-30","1.307672"
"301273","RCHB","2024-12-31","1.347381"
"301273","RCHB","2025-03-31","1.678787"
"301273","RCHB","2025-06-30","1.855540"
"301273","RCHB","2025-09-30","2.109305"
"301273","RCHB","2025-12-31","2.100490"
"301273","RCHB","2026-03-31","2.390271"
"301275","HSKJ","2025-03-31","7.505388"
"301275","HSKJ","2025-06-30","6.329869"
"301275","HSKJ","2025-09-30","5.808631"
"301275","HSKJ","2025-12-31","5.534799"
"301275","HSKJ","2026-03-31","4.060074"
"301276","JMFS","2024-06-30","1.119513"
"301276","JMFS","2024-09-30","1.135778"
"301276","JMFS","2024-12-31","1.049477"
"301276","JMFS","2025-03-31","1.048800"
"301276","JMFS","2025-06-30","1.133118"
"301276","JMFS","2025-09-30","1.328364"
"301276","JMFS","2025-12-31","1.831046"
"301276","JMFS","2026-03-31","1.372219"
"301277","XTD","2024-06-30","2.454006"
"301277","XTD","2024-09-30","2.898800"
"301277","XTD","2024-12-31","2.510088"
"301277","XTD","2025-03-31","2.953898"
"301277","XTD","2025-06-30","3.735743"
"301277","XTD","2025-09-30","3.309255"
"301277","XTD","2025-12-31","2.980382"
"301277","XTD","2026-03-31","2.911280"
"301278","KKDZ","2024-06-30","2.196242"
"301278","KKDZ","2024-09-30","2.679070"
"301278","KKDZ","2024-12-31","2.302830"
"301278","KKDZ","2025-03-31","2.201829"
"301278","KKDZ","2025-06-30","2.112857"
"301278","KKDZ","2025-09-30","2.175249"
"301278","KKDZ","2025-12-31","2.109829"
"301278","KKDZ","2026-03-31","2.371241"
"301279","JDKJ","2024-06-30","1.873331"
"301279","JDKJ","2024-09-30","1.573817"
"301279","JDKJ","2024-12-31","1.528812"
"301279","JDKJ","2025-03-31","1.991394"
"301279","JDKJ","2025-06-30","2.149695"
"301279","JDKJ","2025-09-30","2.176579"
"301279","JDKJ","2025-12-31","3.298563"
"301279","JDKJ","2026-03-31","2.584607"
"301280","ZCKJ","2024-06-30","2.184363"
"301280","ZCKJ","2024-09-30","2.233894"
"301280","ZCKJ","2024-12-31","2.197898"
"301280","ZCKJ","2025-03-31","3.096369"
"301280","ZCKJ","2025-06-30","2.910641"
"301280","ZCKJ","2025-09-30","3.647158"
"301280","ZCKJ","2025-12-31","3.697043"
"301280","ZCKJ","2026-03-31","3.534380"
"301281","KYZY","2024-06-30","1.823114"
"301281","KYZY","2024-09-30","1.970708"
"301281","KYZY","2024-12-31","2.382278"
"301281","KYZY","2025-03-31","2.548240"
"301281","KYZY","2025-06-30","2.537026"
"301281","KYZY","2025-09-30","2.713868"
"301281","KYZY","2025-12-31","2.339581"
"301281","KYZY","2026-03-31","2.760496"
"301282","JLDZ","2024-06-30","2.141549"
"301282","JLDZ","2024-09-30","2.052486"
"301282","JLDZ","2024-12-31","1.878702"
"301282","JLDZ","2025-03-31","2.002875"
"301282","JLDZ","2025-06-30","2.183986"
"301282","JLDZ","2025-09-30","2.476838"
"301282","JLDZ","2025-12-31","2.551111"
"301282","JLDZ","2026-03-31","3.015701"
"301283","JJGF","2024-06-30","1.496828"
"301283","JJGF","2024-09-30","1.469283"
"301283","JJGF","2024-12-31","1.372206"
"301283","JJGF","2025-03-31","1.386325"
"301283","JJGF","2025-06-30","1.795781"
"301283","JJGF","2025-09-30","2.064637"
"301283","JJGF","2025-12-31","2.268943"
"301283","JJGF","2026-03-31","2.076914"
"301285","HRD","2024-06-30","5.181029"
"301285","HRD","2024-09-30","5.140470"
"301285","HRD","2024-12-31","5.780104"
"301285","HRD","2025-03-31","5.714466"
"301285","HRD","2025-06-30","6.437581"
"301285","HRD","2025-09-30","9.999675"
"301285","HRD","2025-12-31","14.558456"
"301285","HRD","2026-03-31","18.363405"
"301286","QYGF","2024-06-30","6.717680"
"301286","QYGF","2024-09-30","7.779504"
"301286","QYGF","2024-12-31","8.088320"
"301286","QYGF","2025-03-31","6.512703"
"301286","QYGF","2025-06-30","5.420190"
"301286","QYGF","2025-09-30","5.493963"
"301286","QYGF","2025-12-31","8.616293"
"301286","QYGF","2026-03-31","8.700856"
"301287","KLY","2024-06-30","1.607617"
"301287","KLY","2024-09-30","1.802050"
"301287","KLY","2024-12-31","1.638166"
"301287","KLY","2025-03-31","1.725482"
"301287","KLY","2025-06-30","2.343237"
"301287","KLY","2025-09-30","2.262424"
"301287","KLY","2025-12-31","2.356361"
"301287","KLY","2026-03-31","2.357899"
"301288","QYHJ","2024-06-30","1.476789"
"301288","QYHJ","2024-09-30","2.218527"
"301288","QYHJ","2024-12-31","2.049488"
"301288","QYHJ","2025-03-31","1.632730"
"301288","*ST QY","2025-06-30","1.632276"
"301288","*ST QY","2025-09-30","2.169307"
"301288","*ST QY","2025-12-31","2.337807"
"301288","*ST QY","2026-03-31","2.204126"
"301289","GLJC","2024-06-30","3.338582"
"301289","GLJC","2024-09-30","3.420182"
"301289","GLJC","2024-12-31","3.610793"
"301289","GLJC","2025-03-31","3.625345"
"301289","GLJC","2025-06-30","3.632983"
"301289","GLJC","2025-09-30","3.694956"
"301289","GLJC","2025-12-31","4.188100"
"301289","GLJC","2026-03-31","3.605931"
"301290","DXYL","2024-06-30","0.904466"
"301290","DXYL","2024-09-30","1.066123"
"301290","DXYL","2024-12-31","1.033046"
"301290","DXYL","2025-03-31","1.022858"
"301290","DXYL","2025-06-30","1.113371"
"301290","DXYL","2025-09-30","1.349725"
"301290","DXYL","2025-12-31","1.174761"
"301290","DXYL","2026-03-31","1.227542"
"301291","MYDQ","2024-06-30","2.105701"
"301291","MYDQ","2024-09-30","2.704246"
"301291","MYDQ","2024-12-31","2.934905"
"301291","MYDQ","2025-03-31","3.069330"
"301291","MYDQ","2025-06-30","2.694789"
"301291","MYDQ","2025-09-30","3.068769"
"301291","MYDQ","2025-12-31","2.580028"
"301291","MYDQ","2026-03-31","3.113969"
"301292","HKXY","2024-06-30","0.877684"
"301292","HKXY","2024-09-30","1.105473"
"301292","HKXY","2024-12-31","0.985001"
"301292","HKXY","2025-03-31","1.047247"
"301292","HKXY","2025-06-30","1.732229"
"301292","HKXY","2025-09-30","1.685232"
"301292","HKXY","2025-12-31","5.245040"
"301292","HKXY","2026-03-31","7.030648"
"301293","SBNK","2024-06-30","3.010997"
"301293","SBNK","2024-09-30","3.392562"
"301293","SBNK","2024-12-31","3.389903"
"301293","SBNK","2025-03-31","3.741911"
"301293","SBNK","2025-06-30","3.980486"
"301293","SBNK","2025-09-30","4.551900"
"301293","SBNK","2025-12-31","4.592916"
"301293","SBNK","2026-03-31","5.059189"
"301295","MSKJ","2024-06-30","2.110895"
"301295","MSKJ","2024-09-30","2.253084"
"301295","MSKJ","2024-12-31","2.199407"
"301295","MSKJ","2025-03-31","2.256948"
"301295","MSKJ","2025-06-30","2.528731"
"301295","MSKJ","2025-09-30","3.077391"
"301295","MSKJ","2025-12-31","3.141373"
"301295","MSKJ","2026-03-31","3.665730"
"301296","XJF","2024-06-30","1.230067"
"301296","XJF","2024-09-30","1.454708"
"301296","XJF","2024-12-31","1.614221"
"301296","XJF","2025-03-31","1.554305"
"301296","XJF","2025-06-30","1.438120"
"301296","XJF","2025-09-30","1.338808"
"301296","XJF","2025-12-31","1.328916"
"301296","XJF","2026-03-31","1.206419"
"301297","FLD","2024-06-30","4.731488"
"301297","FLD","2024-09-30","4.812891"
"301297","FLD","2024-12-31","9.514374"
"301297","FLD","2025-03-31","8.480259"
"301297","FLD","2025-06-30","8.896134"
"301297","FLD","2025-09-30","6.005351"
"301297","FLD","2025-12-31","4.949612"
"301297","FLD","2026-03-31","4.478914"
"301298","DLJX","2024-06-30","2.117505"
"301298","DLJX","2024-09-30","2.294658"
"301298","DLJX","2024-12-31","2.216551"
"301298","DLJX","2025-03-31","2.600035"
"301298","DLJX","2025-06-30","2.629114"
"301298","DLJX","2025-09-30","2.586533"
"301298","DLJX","2025-12-31","2.447171"
"301298","DLJX","2026-03-31","2.420959"
"301299","ZCZX","2024-06-30","4.073328"
"301299","ZCZX","2024-09-30","5.821753"
"301299","ZCZX","2024-12-31","5.817785"
"301299","ZCZX","2025-03-31","6.043685"
"301299","ZCZX","2025-06-30","6.507574"
"301299","ZCZX","2025-09-30","5.842207"
"301299","ZCZX","2025-12-31","5.584210"
"301299","ZCZX","2026-03-31","6.681174"
"301300","YXXC","2024-06-30","1.761092"
"301300","YXXC","2024-09-30","2.137731"
"301300","YXXC","2024-12-31","2.082451"
"301300","YXXC","2025-03-31","2.389630"
"301300","YXXC","2025-06-30","2.828071"
"301300","YXXC","2025-09-30","3.093037"
"301300","YXXC","2025-12-31","3.323628"
"301300","YXXC","2026-03-31","3.217639"
"301301","CNSW","2024-06-30","3.914747"
"301301","CNSW","2024-09-30","4.005783"
"301301","CNSW","2024-12-31","3.336626"
"301301","CNSW","2025-03-31","3.432789"
