date,stock_code,stock_name,margin_balance,margin_purchase_amount,margin_repayment_amount,short_selling_balance,short_selling_volume,short_selling_repayment_volume
2023-09-22,600336,澳柯玛,397476147,3640845,5787611,118200,6600,15100
2023-09-22,600337,美克家居,107051911,2339692,1598452,64000,60600,208300
2023-09-22,600338,西藏珠峰,832296534,7006491,8644725,1227633,71000,70200
2023-09-22,600339,中油工程,381132952,10227845,7381007,1220200,77300,26000
2023-09-22,600340,华夏幸福,340118528,1129771,2773069,1195490,155700,158000
2023-09-22,600343,航天动力,327572087,2443989,3058740,13800,0,0
2023-09-22,600345,长江通信,175233383,4492448,7753187,348800,0,500
2023-09-22,600346,恒力石化,4393793287,10818797,2147048,45749,8200,4600
2023-09-22,600348,华阳股份,1205949923,54753014,44290721,1235202,110550,163054
2023-09-22,600350,山东高速,76838296,5392381,4723023,863504,34000,72800
2023-09-22,600351,亚宝药业,408514798,19808272,15338952,195334,13500,117500
2023-09-22,600352,浙江龙盛,1610322718,2028807,9875711,1948845,9000,46800
2023-09-22,600353,旭光电子,203310789,18383020,9779968,29900,9100,44200
2023-09-22,600354,敦煌种业,118581224,1846303,4408497,0,0,0
2023-09-22,600359,新农开发,89428577,2553968,2696934,24600,0,400
2023-09-22,600360,华微电子,435201970,20547016,18815799,1665753,142300,141800
2023-09-22,600362,江西铜业,987052358,14601136,14273798,179649,15500,38100
2023-09-22,600363,联创光电,1135780595,13320824,16153665,222963,54673,54600
2023-09-22,600366,宁波韵升,448277419,3131558,5084939,1165654,107200,64538
2023-09-22,600367,红星发展,120428149,4992485,4595947,52800,8700,10400
2023-09-22,600368,五洲交通,85543822,7803710,5177125,31100,3700,20000
2023-09-22,600369,西南证券,819839977,29864336,32700795,8713856,773000,950200
2023-09-22,600372,中航机载,1779376512,51508690,27259433,7692915,66500,36200
2023-09-22,600373,中文传媒,232824039,10171039,17588558,1002439,271085,117600
2023-09-22,600375,汉马科技,208384392,5345313,9015457,0,0,0
2023-09-22,600376,首开股份,286145811,730374,1657548,817272,20200,296600
2023-09-22,600377,宁沪高速,34377220,1790603,4694656,869000,77900,98700
2023-09-22,600378,昊华科技,78360236,987072,2284937,231758,14800,51000
2023-09-22,600379,宝光股份,74866221,554789,5298675,265800,9000,0
2023-09-22,600380,健康元,354089540,5221046,9260205,762070,9700,2300
2023-09-22,600381,青海春天,55295765,1505769,1533064,0,0,0
2023-09-22,600383,金地集团,1518057880,53471211,57988907,12879868,108400,433300
2023-09-22,600386,北巴传媒,118372101,690927,2903725,0,0,0
2023-09-22,600389,江山股份,329284576,2283613,2526059,369153,12900,11800
2023-09-22,600390,五矿资本,860548559,15415787,18224627,1271334,43800,5700
2023-09-22,600391,航发科技,361226079,8736945,5486784,118254,19700,72432
2023-09-22,600392,盛和资源,1528889963,6981611,6785027,2115077,236700,269710
2023-09-22,600395,盘江股份,389360634,4713136,3951927,1116659,38800,8100
2023-09-22,600398,海澜之家,77338134,5471283,5479995,5932476,1848756,271400
2023-09-22,600399,抚顺特钢,207442994,16753912,11978804,2356584,596200,273200
2023-09-22,600400,红豆股份,293883907,813419,394946,399764,46000,47800
2023-09-22,600403,大有能源,48352630,3366878,1868494,134798,27500,3300
2023-09-22,600405,动力源,89207399,548623,1165571,0,0,0
2023-09-22,600406,国电南瑞,596752449,3777510,14852782,909387,174300,108600
2023-09-22,600409,三友化工,352402269,13054544,2368783,2263330,74300,7100
2023-09-22,600410,华胜天成,627322242,9082075,9800586,141600,1800,2200
2023-09-22,600415,小商品城,1555705657,110967929,139934497,26639258,685800,2140470
2023-09-22,600416,湘电股份,779737355,16096509,13459997,1618620,370900,397200
2023-09-22,600418,江淮汽车,1252622932,88532696,56856018,4569435,417697,7353019
2023-09-22,600420,国药现代,166570847,7590808,14641591,119189,77000,27000
2023-09-22,600422,昆药集团,426531962,13470997,3223471,271457,98700,64100
2023-09-22,600425,青松建化,298210090,13459427,13121576,270900,70200,213900
2023-09-22,600426,华鲁恒升,361543457,14806492,8656740,161660,26600,38300
2023-09-22,600428,中远海特,454974771,4734930,10637833,717606,30600,144800
2023-09-22,600433,冠豪高新,395806278,5051636,2083723,0,0,0
2023-09-22,600435,北方导航,596140504,13703570,10343929,1160627,84700,302000
2023-09-22,600436,片仔癀,2205009044,32267360,44157038,304900,3100,8800
2023-09-22,600438,通威股份,5467959027,39257371,110550977,4748248,78301,1757000
2023-09-22,600446,金证股份,1094801329,31389995,20334397,274104,89800,157900
2023-09-22,600448,华纺股份,80634676,1795222,1292534,0,0,0
2023-09-22,600449,宁夏建材,489600944,10016886,13779596,771266,9500,163193
2023-09-22,600452,涪陵电力,822544645,7551452,3359412,575132,14900,74160
2023-09-22,600456,宝钛股份,573785914,10720927,13093594,407077,19200,51600
2023-09-22,600458,时代新材,258088388,2850839,3593344,175909,4900,6900
2023-09-22,600459,贵研铂业,337591340,2777609,4310582,77982,1900,18080
2023-09-22,600460,士兰微,1315309370,12372550,18195611,2302340,30700,51600
2023-09-22,600467,好当家,186906696,4479417,2098482,200,0,0
2023-09-22,600469,风神股份,82566072,4485189,2344530,9000,9000,0
2023-09-22,600470,六国化工,96088387,3416498,5046868,0,0,0
2023-09-22,600475,华光环能,106271423,2761501,807829,236424,0,1000
2023-09-22,600477,杭萧钢构,347277504,4217876,10240866,1832452,141900,13100
2023-09-22,600478,科力远,635454398,3312504,8209219,956277,13500,53600
2023-09-22,600480,凌云股份,187044281,10815239,3440364,473944,8900,57200
2023-09-22,600481,双良节能,972462783,55272636,86898535,2759844,712000,347699
2023-09-22,600482,中国动力,528478077,32439519,11426549,767697,108700,113600
2023-09-22,600483,福能股份,264216321,8315457,6669549,1566782,30170,104000
2023-09-22,600486,扬农化工,184681288,4009769,2758933,307770,57500,10869
2023-09-22,600487,亨通光电,1705811728,32257190,39543191,2252442,37700,101600
2023-09-22,600489,中金黄金,881830417,20887862,37911259,1627694,306300,120750
2023-09-22,600490,鹏欣资源,468456985,6191816,23552963,352600,40400,177400
2023-09-22,600491,龙元建设,589681755,5026544,12096088,1753001,92500,6100
2023-09-22,600495,晋西车轴,242260593,3310893,2764774,0,0,0
2023-09-22,600496,精工钢构,89561617,2589545,5382338,1048478,22900,56800
2023-09-22,600497,驰宏锌锗,1309712818,39682822,33017616,3587683,129300,49500
2023-09-22,600498,烽火通信,616766721,78309053,48405209,1185217,396500,245862
2023-09-22,600499,科达制造,1566699684,16212519,25604650,3163927,275398,33900
2023-09-22,600500,中化国际,755595220,9587322,4800840,1657151,21400,60200
2023-09-22,600501,航天晨光,248072136,5404449,3665309,0,0,0
2023-09-22,600502,安徽建工,432608541,17785008,12970934,665900,41500,800
2023-09-22,600503,华丽家族,407700434,23960013,25724553,981099,96500,32900
2023-09-22,600507,方大特钢,140783778,2011676,1639715,860434,6200,47300
2023-09-22,600508,上海能源,311262691,13819340,5404041,162300,33900,24600
2023-09-22,600509,天富能源,342686482,5479884,3469454,11179000,0,0
2023-09-22,600510,黑牡丹,166020379,1907594,2761348,153633,31500,11300
2023-09-22,600511,国药股份,240824543,20426567,13086516,303501,87000,15200
2023-09-22,600512,腾达建设,234806035,4122012,3147291,315400,206600,0
2023-09-22,600515,海南机场,270791978,8676634,9347404,19500,300,6800
2023-09-22,600516,方大炭素,1018076938,6800857,5522928,5233842,19400,52900
2023-09-22,600517,国网英大,507539954,5176964,8258431,1926500,34400,600
2023-09-22,600519,贵州茅台,18015591006,513071975,540511894,206771,23400,21767
2023-09-22,600521,华海药业,678107539,12939030,12080961,413026,15300,4000
2023-09-22,600522,中天科技,2051260085,55883290,39928939,2785350,876500,240700
2023-09-22,600523,贵航股份,311786801,1418603,6281021,35876,15700,10200
2023-09-22,600525,长园集团,369289999,6440136,4373326,5612400,1522100,0
2023-09-22,600528,中铁工业,410027286,4983831,13737850,1275907,12900,8000
2023-09-22,600529,山东药玻,455393383,3156399,1902740,285356,13600,16700
2023-09-22,600531,豫光金铅,348607146,11551917,16167606,719086,15200,25400
2023-09-22,600533,栖霞建设,238263297,4462848,5016910,337400,21700,32700
2023-09-22,600535,天士力,464018533,11998426,25520376,670936,78700,6600
2023-09-22,600536,中国软件,1355913604,63600083,43585600,1667900,163900,177320
2023-09-22,600537,亿晶光电,407277377,4647383,5262640,29600,11600,500
2023-09-22,600545,卓郎智能,162702788,1259445,1297616,11800,0,0
2023-09-22,600546,山煤国际,295320074,14230043,29946805,5118874,149900,630200
2023-09-22,600547,山东黄金,989470287,23040568,53129631,354173,16300,37300
2023-09-22,600548,深高速,33212021,482418,917020,385002,3200,107900
2023-09-22,600549,厦门钨业,1005986724,15570067,9482031,1963816,50100,176826
2023-09-22,600550,保变电气,140151396,1287370,1239388,522001,22600,10300
2023-09-22,600551,时代出版,236471472,4395090,8750399,68700,6300,2100
2023-09-22,600552,凯盛科技,602771554,12943750,5072657,258815,48300,53300
2023-09-22,600556,天下秀,231364808,6927836,9793195,732072,68800,247100
2023-09-22,600557,康缘药业,158359176,8925512,10385269,183499,14900,6100
2023-09-22,600559,老白干酒,960626275,21738334,22221522,2491091,149500,259820
2023-09-22,600562,国睿科技,360099526,3096921,8726423,405002,2900,40000
2023-09-22,600563,法拉电子,229435613,12972326,3974899,269520,5600,24700
2023-09-22,600565,迪马股份,130132935,1590003,1808307,98200,81100,22000
2023-09-22,600566,济川药业,535201430,14245976,5622694,2056527,2900,19100
2023-09-22,600567,山鹰国际,295413924,2905450,5146648,114900,23700,93600
2023-09-22,600569,安阳钢铁,100962596,629291,902003,3100897,302500,91274
2023-09-22,600570,恒生电子,1931130276,77078823,104878301,955289,92100,48600
2023-09-22,600571,信雅达,232268384,4081607,5732171,7036,100,900
2023-09-22,600572,康恩贝,511359732,14435504,12289878,487909,36500,14700
2023-09-22,600575,淮河能源,376971306,14341720,11822893,1212481,235300,92300
2023-09-22,600577,精达股份,491956201,4493027,8413440,1003252,28800,123260
2023-09-22,600578,京能电力,218116768,911167,5530464,1143757,41900,508900
2023-09-22,600580,卧龙电驱,808136487,14965630,12218238,520724,8700,200
2023-09-22,600581,八一钢铁,163810276,6022685,3440295,1127727,18300,124395
2023-09-22,600582,天地科技,245223593,5654259,6652544,1251100,16000,400
2023-09-22,600583,海油工程,414615006,8104597,4134368,1439081,31600,519400
2023-09-22,600584,长电科技,1731436992,87797109,56463614,781997,155819,360600
2023-09-22,600585,海螺水泥,1655706313,17476854,14463157,1978772,117200,57700
2023-09-22,600586,金晶科技,93781937,5400581,5753268,837064,24000,26000
2023-09-22,600587,新华医疗,248534881,14739415,11207103,162026,34500,51400
2023-09-22,600588,用友网络,1873288861,24938962,19555034,1386184,141800,81300
2023-09-22,600590,泰豪科技,239585738,9146541,9765391,25065,22000,0
2023-09-22,600592,龙溪股份,186564089,1914073,5516356,0,0,0
2023-09-22,600594,益佰制药,290701230,2679710,7951466,76500,28000,0
2023-09-22,600595,中孚实业,149126055,5957944,6046981,971500,244500,486400
2023-09-22,600596,新安股份,932578354,1897036,3733841,488687,500,32600
2023-09-22,600597,光明乳业,269278632,3124982,2535635,789419,34300,6100
2023-09-22,600598,北大荒,493815036,5420537,8219191,349449,3000,39500
2023-09-22,600600,青岛啤酒,424665764,10023723,16607288,295554,12400,41300
2023-09-22,600602,云赛智联,577576677,61916275,77326506,846682,123400,360460
2023-09-22,600604,市北高新,230291261,2548007,2058912,241803,18800,34200
2023-09-22,600606,绿地控股,1488498475,16027871,16277111,4645162,378500,374900
2023-09-22,600609,金杯汽车,439979346,3535533,4458885,11600,0,400
2023-09-22,600610,中毅达,127099135,5313057,23906164,374609,110100,49900
2023-09-22,600611,大众交通,192711273,1055505,825397,100,0,0
2023-09-22,600612,老凤祥,37585870,2781320,3611199,138028,13500,8000
2023-09-22,600616,金枫酒业,176242720,2424056,3349557,174052,5400,9100
2023-09-22,600617,国新能源,224566458,4753171,3032269,92500,0,0
2023-09-22,600618,氯碱化工,136730430,6574586,4730288,415330,20100,31500
2023-09-22,600619,海立股份,292870011,6185622,3317321,443300,800,7600
2023-09-22,600620,天宸股份,223325597,13534805,7092696,14400,0,0
2023-09-22,600621,华鑫股份,627014096,42084815,42153858,2864341,289200,524000
2023-09-22,600622,光大嘉宝,223586270,5099623,8210649,427000,6000,16400
2023-09-22,600623,华谊集团,286187722,4579126,4910008,354640,10800,39700
2023-09-22,600624,复旦复华,182810375,391140,741812,15400,0,400
2023-09-22,600626,申达股份,188944843,2741742,794253,906400,0,4200
2023-09-22,600630,龙头股份,86942212,52730543,56815744,78200,1500,11100
2023-09-22,600633,浙数文化,608018706,85244151,77777957,4530910,759700,1189778
2023-09-22,600635,大众公用,371430506,1196115,924482,445703,161170,69900
2023-09-22,600636,国新文化,181375104,6417892,5913023,2000,600,1500
2023-09-22,600637,东方明珠,774007379,5328098,11641524,2189095,333800,158800
2023-09-22,600639,浦东金桥,173605460,4983241,3145573,282475,14200,20300
2023-09-22,600640,国脉文化,238032446,4538808,2644196,12000,1700,0
2023-09-22,600641,万业企业,1029437774,18105619,15195682,532245,47700,85400
2023-09-22,600642,申能股份,255768430,5135778,3752313,1892159,24600,100100
2023-09-22,600643,爱建集团,280549868,5713631,5001087,142265,6400,38100
2023-09-22,600644,乐山电力,64090273,2388667,1764739,15300,0,0
2023-09-22,600645,中源协和,694491850,12703554,6432355,79996,8000,10000
2023-09-22,600648,外高桥,853467498,3480957,3753911,167009,33800,14500
2023-09-22,600649,城投控股,528393145,4896775,8903512,717209,13600,72300
2023-09-22,600653,申华控股,166660152,5024042,2777626,0,0,0
2023-09-22,600655,豫园股份,229767595,2059863,2042952,1773238,149381,42300
2023-09-22,600657,信达地产,278163581,3826513,4256953,461695,70300,92200
2023-09-22,600660,福耀玻璃,683541817,5920568,8239288,655905,32500,111800
2023-09-22,600661,昂立教育,161943675,955249,2748020,0,0,0
2023-09-22,600662,外服控股,257631911,847815,1195437,173344,8200,89000
2023-09-22,600663,陆家嘴,156539038,1072245,1449299,1272962,37000,2400
2023-09-22,600664,哈药股份,365267394,6669696,4603297,19000,7100,5500
2023-09-22,600667,太极实业,553233245,19231340,11016115,2273588,139300,71500
2023-09-22,600668,尖峰集团,362632694,1706780,3264812,8500,0,200
2023-09-22,600673,东阳光,1088009695,2254021,3156540,2526449,13600,8200
2023-09-22,600674,川投能源,511683825,14226387,9894633,2597499,35000,108800
2023-09-22,600675,中华企业,305427350,1268034,1398463,4235898,409100,505311
2023-09-22,600676,交运股份,154639982,2271972,2747564,25600,0,0
2023-09-22,600681,百川能源,35493332,1361926,1941338,13850000,0,0
2023-09-22,600682,南京新百,150023122,4064467,2604881,235203,3700,1400
2023-09-22,600684,珠江股份,211070055,6389721,9394570,67600,0,41600
2023-09-22,600685,中船防务,396608149,11911044,18147106,738917,54700,107697
2023-09-22,600686,金龙汽车,198897758,3042237,3261358,0,0,0
2023-09-22,600688,上海石化,528015982,2682345,1662169,787938,245200,207900
2023-09-22,600690,海尔智家,667279773,7941728,11226769,526338,89300,49700
2023-09-22,600691,阳煤化工,352146862,3254635,2562718,567300,23900,71300
2023-09-22,600692,亚通股份,139878699,3115592,446332,53800,0,1000
2023-09-22,600694,大商股份,316031785,5958446,3917949,35900,0,0
2023-09-22,600696,岩石股份,77385490,352432,499058,42982,24400,1100
2023-09-22,600699,均胜电子,1110168257,73505027,34859408,2110314,533500,332700
2023-09-22,600702,舍得酒业,1997377783,80912868,68192628,877789,120400,100686
2023-09-22,600703,三安光电,5385848938,39847456,33892691,3737419,417600,199800
2023-09-22,600704,物产中大,888125811,12988542,21459703,1478127,63000,210100
2023-09-22,600705,中航产融,1345504206,23409589,24478243,6634585,109000,907115
2023-09-22,600707,彩虹股份,304859560,6857995,4458437,567000,15500,6300
2023-09-22,600708,光明地产,90166195,2891926,3609377,849700,120400,257200
2023-09-22,600710,苏美达,134903026,3470253,5147646,626227,43900,25200
2023-09-22,600711,盛屯矿业,1250334723,12285272,7972484,3567282,137100,46012
2023-09-22,600716,凤凰股份,205318925,1814845,5713952,6100,0,0
2023-09-22,600717,天津港,279955467,7735799,2641724,327286,25200,26000
2023-09-22,600718,东软集团,975683558,10604886,25145942,1700224,55300,262600
2023-09-22,600720,祁连山,728997690,14676804,10737251,514391,28420,1400
2023-09-22,600722,金牛化工,109042512,1904914,821376,0,0,0
2023-09-22,600728,佳都科技,1031671934,18369089,13555192,267000,11200,1100
2023-09-22,600729,重庆百货,106069990,6866384,1917475,105323,7300,14100
2023-09-22,600730,中国高科,234003008,1550915,1556214,0,0,0
2023-09-22,600732,爱旭股份,1468466428,64306235,53986094,8074222,413000,233217
2023-09-22,600733,北汽蓝谷,1399326795,18332114,20717383,5489602,35500,5400
2023-09-22,600736,苏州高新,212635045,13642304,15739435,176500,13900,45800
2023-09-22,600737,中粮糖业,645237867,8145832,11422834,484182,10000,18000
2023-09-22,600739,辽宁成大,1368970058,12401287,10305636,721129,16000,3400
2023-09-22,600740,山西焦化,369127314,12019256,3664258,749105,76300,88200
2023-09-22,600741,华域汽车,345890836,3320641,9634136,591661,35100,38000
2023-09-22,600742,一汽富维,326457315,2834232,2749730,151135,400,0
2023-09-22,600743,华远地产,171698746,1607297,7721697,100,0,0
2023-09-22,600744,华银电力,158769040,2133608,1976798,326700,0,0
2023-09-22,600745,闻泰科技,2707192515,35817861,50380566,17259229,9500,49305
2023-09-22,600748,上实发展,229328279,3171166,3991052,386299,44300,145100
2023-09-22,600750,江中药业,312721344,7383997,8164923,211293,18800,34000
2023-09-22,600751,海航科技,192602213,23049785,14488742,1474171,495885,382800
2023-09-22,600754,锦江酒店,282338845,19367220,17620462,91560,11400,101100
2023-09-22,600755,厦门国贸,740409907,14681004,38476503,1952098,10800,9300
2023-09-22,600756,浪潮软件,421466676,5795737,10971909,606100,9900,0
2023-09-22,600757,长江传媒,246394641,4230805,8766438,391700,43400,190022
2023-09-22,600758,辽宁能源,126259126,5846020,2641765,111100,22300,500
2023-09-22,600760,中航沈飞,869251518,23810833,32949871,417918,56900,242600
2023-09-22,600761,安徽合力,207764336,5777567,1989250,600835,33000,28500
2023-09-22,600763,通策医疗,1229701857,33187150,23319522,383518,24700,28087
2023-09-22,600764,中国海防,209118812,1395582,1970640,188756,15100,55400
2023-09-22,600765,中航重机,373541823,29981570,10584405,720480,14700,34900
2023-09-22,600770,综艺股份,443842194,5752702,2963208,276599,16000,103700
2023-09-22,600771,广誉远,857220176,12312823,6804101,205327,48400,23900
2023-09-22,600773,西藏城投,545287616,4339384,5292767,916323,35400,193771
2023-09-22,600775,南京熊猫,427507123,2528336,2498488,128350,40000,29933
2023-09-22,600776,东方通信,447703899,39713992,53540272,1417636,175600,137000
2023-09-22,600777,新潮能源,1044641171,25081109,21902859,4708770,732300,334300
2023-09-22,600779,水井坊,535013149,27570496,5927141,1189150,455700,42380
2023-09-22,600780,通宝能源,530151392,13612588,12033243,384200,11400,4300
2023-09-22,600782,新钢股份,375252543,21918022,17227495,2030860,22000,26600
2023-09-22,600783,鲁信创投,424201606,2581424,4538219,110945,38600,9800
2023-09-22,600787,中储股份,434466837,3706508,7078317,322306,96800,1400
2023-09-22,600789,鲁抗医药,235212610,4754942,3829464,148085,4900,15968
2023-09-22,600790,轻纺城,385295795,2094793,3241706,2600,700,12600
2023-09-22,600795,国电电力,945979880,50012011,50945626,3138305,114000,395800
2023-09-22,600797,浙大网新,576822798,7041142,7955270,839366,194400,39400
2023-09-22,600798,宁波海运,91518250,1448158,3134342,1066700,4100,41900
2023-09-22,600800,渤海化学,180583770,474348,3671948,0,0,0
2023-09-22,600801,华新水泥,470917034,2214236,5028758,1874514,208400,106900
2023-09-22,600802,福建水泥,119468251,3773483,3142396,250640,800,4900
2023-09-22,600803,新奥股份,197351069,12372937,3803387,688742,49900,122700
2023-09-22,600805,悦达投资,158440737,1407637,930503,0,0,0
2023-09-22,600808,马钢股份,219522659,3917508,3211802,2480483,83700,78800
2023-09-22,600809,山西汾酒,1379486341,57798441,33552793,374298,80700,40400
2023-09-22,600810,神马股份,215293948,1485669,280349,995580,3300,121500
2023-09-22,600811,东方集团,497640816,2348444,6862114,2686350,519100,21266
2023-09-22,600812,华北制药,215026137,998088,2074957,179596,5000,5500
2023-09-22,600818,中路股份,275803891,1709180,7651694,0,0,0
2023-09-22,600820,隧道股份,555947958,12915043,7351348,1394195,263500,6900
2023-09-22,600821,金开新能,876107017,14728566,5438041,1254103,91600,16400
2023-09-22,600822,上海物贸,94412188,2414953,5824464,117800,15000,12100
2023-09-22,600825,新华传媒,215200612,2216234,2478191,50700,13500,29400
2023-09-22,600826,兰生股份,145610576,3077829,1440183,16100,5600,3000
2023-09-22,600827,百联股份,644180899,2453438,6946565,515629,9300,125999
2023-09-22,600830,香溢融通,213513291,5328790,5083247,0,0,0
2023-09-22,600831,广电网络,292906704,4289518,5917344,276000,5600,23700
2023-09-22,600835,上海机电,266700381,2798481,6544015,89077,9100,24300
2023-09-22,600837,海通证券,4605410429,52706656,90890304,4493399,678900,334700
2023-09-22,600838,上海九百,161049894,21443653,15424567,70000,3400,40500
2023-09-22,600839,四川长虹,1479524214,348804829,314582357,21118394,1645500,1791500
2023-09-22,600845,宝信软件,143280260,3173946,7034946,183253,16700,4600
2023-09-22,600846,同济科技,355122985,4407196,8800909,22600,0,4300
2023-09-22,600848,上海临港,240184715,12040321,1423010,1156344,77185,253600
2023-09-22,600850,电科数字,686798070,27682620,37006638,1015768,74800,39088
2023-09-22,600851,海欣股份,150612758,1345425,3564225,0,0,0
2023-09-22,600855,航天长峰,239531115,2763042,2408820,28600,0,1300
2023-09-22,600859,王府井,694214878,28788749,9204909,774829,40500,52200
2023-09-22,600860,京城股份,93506765,4061695,5879557,3900,0,0
2023-09-22,600862,中航高科,523868909,8357282,12138043,1716515,86400,136100
2023-09-22,600863,内蒙华电,338309914,29531090,19522700,4218139,349600,94200
2023-09-22,600864,哈投股份,485703168,84510303,81634701,6621519,2665200,1154734
2023-09-22,600866,星湖科技,116536002,5275361,4093450,1055500,440000,0
2023-09-22,600867,通化东宝,730230906,16846082,11184061,871454,106500,325600
2023-09-22,600868,梅雁吉祥,264768400,1443537,3164203,613000,48700,12800
2023-09-22,600869,远东股份,343783623,1385190,3701188,880500,0,80200
2023-09-22,600871,石化油服,203449399,18975096,16380156,5861200,1951200,1026200
2023-09-22,600872,中炬高新,574201576,5261507,8232818,592208,34600,43100
2023-09-22,600873,梅花生物,960264501,17655296,12243149,3313454,44700,30400
2023-09-22,600874,创业环保,195380289,5630545,3891449,494889,12000,25100
2023-09-22,600875,东方电气,954469738,22899824,14916142,120582,900,67600
2023-09-22,600876,凯盛新能,93705318,1077722,663027,179100,11800,500
2023-09-22,600877,电科芯片,406466569,52569997,46328491,1542115,103800,166611
2023-09-22,600879,航天电子,1255230409,17734882,18229447,34839058,182700,17200
2023-09-22,600880,博瑞传播,437263699,11575766,11331759,2482909,163900,376400
2023-09-22,600881,亚泰集团,448204980,3510899,3973519,235700,18300,19100
2023-09-22,600882,妙可蓝多,152828400,4009491,4568810,189261,19800,11700
2023-09-22,600884,杉杉股份,1132042600,13712308,16557806,3855102,242600,330500
2023-09-22,600885,宏发股份,137646157,1451820,2679935,629425,17200,6000
2023-09-22,600886,国投电力,669131920,38926241,23866711,748460,86300,65800
2023-09-22,600887,伊利股份,3699708174,63671872,130975970,904900,231000,282100
2023-09-22,600888,新疆众和,466264387,6845997,9478646,467282,22600,4900
2023-09-22,600893,航发动力,1940377094,20659609,25862339,304132,17100,78600
2023-09-22,600894,广日股份,183474808,1658823,1532155,4200,0,1800
2023-09-22,600895,张江高科,1731228706,596001564,552448814,5013195,203700,245850
2023-09-22,600897,厦门空港,113871564,6094903,7245863,1500,0,0
2023-09-22,600900,长江电力,6449552419,52504491,93487941,18532648,149600,321900
2023-09-22,600901,江苏金租,267812485,6915836,9462568,3270264,27700,607600
2023-09-22,600903,贵州燃气,106719551,1488601,4213823,387131,11000,19900
2023-09-22,600905,三峡能源,1774380742,25717958,35451843,40599801,566600,440600
2023-09-22,600906,财达证券,609742110,59840267,49809300,26775273,299000,476100
2023-09-22,600908,无锡银行,301334466,17415095,7216807,840651,47700,50900
2023-09-22,600909,华安证券,881475447,21928652,41953570,2128650,119600,136664
2023-09-22,600916,中国黄金,433260693,8510835,8474467,790217,87600,7100
2023-09-22,600917,重庆燃气,64530445,6176702,2958338,32800,100,0
2023-09-22,600918,中泰证券,997409703,8492851,28240773,617199,39000,24100
2023-09-22,600919,江苏银行,4022703472,194078883,217069726,31821174,1631733,12148764
2023-09-22,600926,杭州银行,763858804,57293120,22292540,227600,65700,17400
2023-09-22,600928,西安银行,195090491,14937558,10778736,1168507,42800,23800
2023-09-22,600929,雪天盐业,289032612,2641364,4117314,15314877,676000,29800
2023-09-22,600933,爱柯迪,34463532,4014253,2219180,253127,29700,8800
2023-09-22,600936,广西广电,127142064,1916068,4782199,0,0,0
2023-09-22,600938,中国海油,704579224,55126575,60984966,285400,78000,137300
2023-09-22,600941,中国移动,783778948,57562337,50793219,253090,28000,131500
2023-09-22,600956,新天绿能,38639043,2072535,806312,926879,27400,0
2023-09-22,600958,东方证券,2342768967,57735221,68114333,3602845,33800,268300
2023-09-22,600959,江苏有线,418976298,5036355,15126726,4378990,634500,7600
2023-09-22,600963,岳阳林纸,710468464,35655587,13272455,584875,194500,596950
2023-09-22,600965,福成股份,121273644,1717433,1249607,0,0,0
2023-09-22,600966,博汇纸业,231604476,6244006,6416448,114361,1600,28700
2023-09-22,600967,内蒙一机,481024346,8901664,4531408,886800,30200,600
2023-09-22,600968,海油发展,233479938,7170539,4606965,1044700,24100,423800
2023-09-22,600970,中材国际,507633257,11073966,8767286,1123382,37600,44718
2023-09-22,600971,恒源煤电,282030647,11143699,14293007,926304,116600,491653
2023-09-22,600973,宝胜股份,256123618,24955479,20467878,193600,0,0
2023-09-22,600975,新五丰,207746087,5882462,5784621,23885792,170900,79200
2023-09-22,600976,健民集团,108353746,3854816,5221039,49598,35800,11800
2023-09-22,600977,中国电影,565607080,23639986,30615912,603218,92600,111000
2023-09-22,600979,广安爱众,181999521,3626919,1853114,300,100,618000
2023-09-22,600985,淮北矿业,385040265,20492719,22150679,14673962,570500,293700
2023-09-22,600986,浙文互联,755677510,17776703,9397640,1191304,150800,107300
2023-09-22,600987,航民股份,394093470,2764725,6718387,118600,0,0
2023-09-22,600988,赤峰黄金,919915259,43794137,25708049,1849859,226300,323400
2023-09-22,600989,宝丰能源,702737161,8796074,7978345,1028867,8200,234500
2023-09-22,600990,四创电子,275038405,1306067,3870521,141841,600,45800
2023-09-22,600993,马应龙,453852009,9619502,5627457,282439,28600,14000
2023-09-22,600995,南网储能,188312376,3188228,5109062,388225,1500,138813
2023-09-22,600996,贵广网络,445542634,26140781,30952924,1024310,73600,68200
2023-09-22,600997,开滦股份,229684166,5256172,3942936,1197509,102200,110300
2023-09-22,600998,九州通,713582426,1798414,3568487,2451397,182500,59141
2023-09-22,600999,招商证券,1270059256,14859262,21830067,832738,41100,94000
2023-09-22,601000,唐山港,126225131,8308282,4702170,2279583,189170,90000
2023-09-22,601001,晋控煤业,264347282,13757949,15307989,1782966,201111,262833
2023-09-22,601002,晋亿实业,237109706,3753647,6898011,77100,77100,0
2023-09-22,601003,柳钢股份,83346283,4372676,1795606,87200,6700,31800
2023-09-22,601005,重庆钢铁,228362588,12408077,12969600,21433349,2463600,3479314
2023-09-22,601006,大秦铁路,968933475,12056680,15276232,64558563,83600,10213183
2023-09-22,601008,连云港,142558364,3751542,2713769,100,0,0
2023-09-22,601009,南京银行,1093125133,12803404,13245468,623123,5800,8400
2023-09-22,601010,文峰股份,121506195,1367506,980256,0,0,0
2023-09-22,601011,宝泰隆,363356638,11787182,4650751,629386,98100,15700
