date,stock_code,stock_name,margin_balance,margin_purchase_amount,margin_repayment_amount,short_selling_balance,short_selling_volume,short_selling_repayment_volume
2023-09-22,601012,隆基绿能,8196452942,228925741,218427207,4947268,494900,1919660
2023-09-22,601015,陕西黑猫,219414963,15626679,17417586,3201840,38900,828900
2023-09-22,601016,节能风电,608316364,17074110,16772542,14014439,1373490,23600
2023-09-22,601018,宁波港,330228709,3958077,2799966,159500,21100,53000
2023-09-22,601019,山东出版,75973514,1493441,2123251,164696,26800,113500
2023-09-22,601020,华钰矿业,353206406,34168827,20443181,0,0,0
2023-09-22,601021,春秋航空,408573616,9857328,6379349,208859,51800,19900
2023-09-22,601028,玉龙股份,265372907,1488092,6064525,429873,100,61204
2023-09-22,601038,一拖股份,107904608,1307098,4709295,25600,500,10500
2023-09-22,601058,赛轮轮胎,559439946,5152436,2602671,12635057,1159600,1140698
2023-09-22,601059,信达证券,690711751,179313245,117940641,14800,1400,0
2023-09-22,601061,中信金属,336304698,8764360,8002305,0,0,0
2023-09-22,601065,江盐集团,140437381,6878905,12447074,23500,0,0
2023-09-22,601066,中信建投,1891281977,33428931,48999464,798514,105600,93200
2023-09-22,601068,中铝国际,89620202,1189835,1812529,311470,33200,68600
2023-09-22,601069,西部黄金,128443925,4623598,3368306,1062636,51200,45800
2023-09-22,601077,渝农商行,435975207,29608646,28856308,11619904,143700,247600
2023-09-22,601088,中国神华,769202939,22980561,31595440,1710025,207100,98800
2023-09-22,601098,中南传媒,97952523,5889596,6267397,1029609,138508,210500
2023-09-22,601099,太平洋,2082172749,473065514,320601576,52219626,13682397,6519967
2023-09-22,601100,恒立液压,195559449,5229073,3190574,247707,78700,41800
2023-09-22,601101,昊华能源,207865910,4759514,3279818,1009624,17500,105600
2023-09-22,601106,中国一重,492753423,3878900,7485712,2700315,255600,47300
2023-09-22,601107,四川成渝,67576835,1777088,799949,0,0,0
2023-09-22,601108,财通证券,1914184886,31689356,61652465,4505402,197500,159400
2023-09-22,601111,中国国航,767704732,36101019,21712064,3300800,140500,615100
2023-09-22,601116,三江购物,184440714,12956740,13346793,40000,0,0
2023-09-22,601117,中国化学,2512221219,16242735,23921501,358597,65800,70200
2023-09-22,601118,海南橡胶,696116932,9358025,7340511,2083949,77100,161300
2023-09-22,601126,四方股份,208739304,2696748,3822254,666095,21000,20200
2023-09-22,601127,赛力斯,2487919809,378727950,354365504,1651260,410000,114477
2023-09-22,601128,常熟银行,112213161,7248884,4456658,4398319,374700,230200
2023-09-22,601133,柏诚股份,126802151,4863129,6054849,0,0,0
2023-09-22,601136,首创证券,623043044,228354970,172891318,3127108,185600,368950
2023-09-22,601137,博威合金,221555230,8081714,10754468,62047,2500,5800
2023-09-22,601138,工业富联,1126904847,317064604,332974141,21420517,1893300,2622001
2023-09-22,601139,深圳燃气,140742064,1015227,4113239,404577,35277,48200
2023-09-22,601155,新城控股,836613690,26216728,21151558,865519,121200,125822
2023-09-22,601156,东航物流,258492634,4009948,5143901,479502,16200,1300
2023-09-22,601158,重庆水务,71038220,1822913,1062802,662900,19100,199800
2023-09-22,601162,天风证券,1982653070,91263041,102291805,14918876,1917400,3090400
2023-09-22,601163,三角轮胎,175211758,4434807,7999834,196300,12000,0
2023-09-22,601166,兴业银行,9034908278,72824820,116994547,1616200,231800,121100
2023-09-22,601168,西部矿业,1126670556,56421218,42351015,2431830,108000,99400
2023-09-22,601169,北京银行,1101073795,28182200,29064418,744033,78400,133000
2023-09-22,601179,中国西电,587171720,4299518,10133595,1950826,125399,3900
2023-09-22,601186,中国铁建,2247294071,42283184,99998281,631685,108000,127800
2023-09-22,601198,东兴证券,985780066,30036460,31888246,2103400,272900,81800
2023-09-22,601199,江南水务,399998408,4494100,4933108,74200,11100,0
2023-09-22,601200,上海环境,97658570,773108,1415257,724668,7800,107032
2023-09-22,601208,东材科技,226827927,4626533,4142992,744445,58700,56400
2023-09-22,601211,国泰君安,3172179833,59462694,63109058,2568737,156500,87700
2023-09-22,601212,白银有色,327831205,10410418,5550092,764835,10000,127400
2023-09-22,601216,君正集团,653193073,5762507,4369376,1093600,86100,19900
2023-09-22,601218,吉鑫科技,173308149,1717775,1860890,9000,9000,0
2023-09-22,601222,林洋能源,670859254,11088708,6472099,1950428,150000,80182
2023-09-22,601225,陕西煤业,1835748412,24997428,34385306,2288271,225400,387700
2023-09-22,601226,华电重工,99160670,1007897,1272502,896250,1700,16300
2023-09-22,601228,广州港,228318773,6209602,3490345,630000,19100,177300
2023-09-22,601229,上海银行,518155980,8138708,5998622,952620,361200,141600
2023-09-22,601231,环旭电子,237467548,2202598,8032750,586574,44100,71500
2023-09-22,601233,桐昆股份,2478478926,13923356,3980258,1490764,39400,152734
2023-09-22,601236,红塔证券,542118255,26899802,20964149,11124151,90870,87700
2023-09-22,601238,广汽集团,917199314,12726539,13871082,575245,51300,76400
2023-09-22,601288,农业银行,2016612048,193675932,206766972,15064217,716600,1439500
2023-09-22,601298,青岛港,103977096,4302983,2366327,348300,26300,15400
2023-09-22,601311,骆驼股份,677363348,2705550,5549522,631181,22300,47200
2023-09-22,601318,中国平安,19386010385,497422453,391413033,1006340,375600,249100
2023-09-22,601319,中国人保,1031794102,18411919,35422528,192900,12400,51300
2023-09-22,601326,秦港股份,132065216,2703826,4700926,100,0,0
2023-09-22,601328,交通银行,1486671487,24602911,21698547,4037500,180900,747105
2023-09-22,601333,广深铁路,260885690,9261617,8591734,492800,17700,39600
2023-09-22,601336,新华保险,1244216390,64650313,22714795,339467,45200,55700
2023-09-22,601339,百隆东方,50215759,1722695,1380479,69400,0,0
2023-09-22,601360,三六零,1836447576,117714061,61742585,11117098,801000,458000
2023-09-22,601369,陕鼓动力,390777232,6860271,10521333,552450,8100,0
2023-09-22,601375,中原证券,1099665933,31109894,29966073,3294638,525200,632100
2023-09-22,601377,兴业证券,2189508157,34867440,56095956,1642207,41900,61400
2023-09-22,601388,怡球资源,199883406,2481587,4146258,1091810,0,116500
2023-09-22,601390,中国中铁,1599128258,69830434,107441810,1206132,453900,325200
2023-09-22,601398,工商银行,3392316663,123211830,119037545,6887700,2956300,6439800
2023-09-22,601399,国机重装,135340418,7546156,4107660,1418741,260700,2148
2023-09-22,601456,国联证券,691216227,76141397,84940486,1778850,835300,271500
2023-09-22,601515,东风股份,278427360,3869679,2849874,780629,12200,124900
2023-09-22,601519,大智慧,714221830,38876051,34300606,950493,163100,88500
2023-09-22,601555,东吴证券,1772916986,59149483,92506459,6330406,723200,1423256
2023-09-22,601566,九牧王,109984074,171268,236288,18800,0,0
2023-09-22,601567,三星医疗,104786018,5811750,5585399,307793,86500,98200
2023-09-22,601568,北元集团,118825477,627827,1018345,2942788,42670,120300
2023-09-22,601577,长沙银行,320110506,8525913,3834818,1551375,46000,91000
2023-09-22,601579,会稽山,132384235,4847062,7346526,57300,1100,7000
2023-09-22,601588,北辰实业,237586093,2890860,1259621,33,0,0
2023-09-22,601598,中国外运,148947667,6599709,11845017,2198923,197200,53848
2023-09-22,601600,中国铝业,1497531607,53902057,49541784,6826095,290900,1570300
2023-09-22,601601,中国太保,1027190717,63707575,35891154,972105,138100,123500
2023-09-22,601606,长城军工,307915759,18929697,7938884,632100,64900,34000
2023-09-22,601607,上海医药,731922659,12825283,18425378,268800,42700,38300
2023-09-22,601608,中信重工,371667168,3425102,7736458,2236400,1512500,328100
2023-09-22,601611,中国核建,530457012,7112232,7686572,1182500,200000,20400
2023-09-22,601615,明阳智能,1526922944,17753061,23766315,626800,10400,18700
2023-09-22,601618,中国中冶,933097262,17520172,23141541,834400,85400,65500
2023-09-22,601619,嘉泽新能,99747418,3505235,3951798,1780299,57500,24800
2023-09-22,601628,中国人寿,658720532,35814214,23259673,1003631,153200,82000
2023-09-22,601633,长城汽车,441802593,8363496,12185269,2666700,92300,59600
2023-09-22,601636,旗滨集团,505770242,13572105,15631201,961014,75100,401300
2023-09-22,601658,邮储银行,896089276,22738787,19008686,3122472,82200,240200
2023-09-22,601665,齐鲁银行,569752418,5220566,2693977,2400906,27400,1200
2023-09-22,601666,平煤股份,812869312,31130239,48471335,4498895,498500,762834
2023-09-22,601668,中国建筑,4211344363,56058086,148983717,2600119,1089800,409500
2023-09-22,601669,中国电建,1979405275,41447247,56641439,2355900,218500,265200
2023-09-22,601677,明泰铝业,374778791,21727983,23167015,2040940,143700,110115
2023-09-22,601678,滨化股份,641005299,9013061,7805496,927115,26900,514500
2023-09-22,601688,华泰证券,3660278163,99982940,121999729,1571493,203200,2567900
2023-09-22,601689,拓普集团,786233696,19763247,28034617,681744,54900,94900
2023-09-22,601696,中银证券,1471827508,64406059,83003768,3703103,710600,930895
2023-09-22,601698,中国卫通,931321693,64003820,87064484,2070980,182600,296300
2023-09-22,601699,潞安环能,1173106697,30063176,31218586,5134700,60000,502800
2023-09-22,601700,风范股份,156365372,750845,2258131,228855,40800,19900
2023-09-22,601702,华峰铝业,48613773,2075254,902460,531226,53200,140500
2023-09-22,601717,郑煤机,226906592,4023773,4986069,662013,5800,12800
2023-09-22,601718,际华集团,478183420,8010200,9348062,1727518,177200,40300
2023-09-22,601727,上海电气,993032052,32656953,44661731,9839914,362100,8188500
2023-09-22,601728,中国电信,853732614,81310631,46944071,5205521,316700,640200
2023-09-22,601766,中国中车,2014259625,19353577,40481621,1410542,220100,94400
2023-09-22,601777,力帆科技,205012241,1174037,1752525,1292651,84700,137000
2023-09-22,601778,晶科科技,568111247,14826909,15854485,3021133,308200,298800
2023-09-22,601788,光大证券,2819432402,95593766,101921949,8672391,245452,369500
2023-09-22,601789,宁波建工,237634241,4648490,3758192,61900,0,0
2023-09-22,601799,星宇股份,54431798,2681313,1056909,491600,46600,35500
2023-09-22,601800,中国交建,850122423,33487639,34480096,832463,208500,424553
2023-09-22,601801,皖新传媒,203949737,2723143,4734344,183900,64500,114800
2023-09-22,601808,中海油服,125257451,1942479,1434250,812893,4300,73745
2023-09-22,601816,京沪高铁,2012117877,24074945,18541972,574426,109200,139300
2023-09-22,601818,光大银行,1465394832,90990702,92006114,1513600,40200,86700
2023-09-22,601825,沪农商行,91873898,2262824,5970951,79800,200,0
2023-09-22,601828,美凯龙,313093350,5106095,7488036,932300,19600,58000
2023-09-22,601838,成都银行,508608190,11358950,7667038,3116300,14600,39600
2023-09-22,601857,中国石油,2071969753,59213885,80013338,4498900,554500,256700
2023-09-22,601858,中国科传,302165707,99437007,95799899,3274241,328048,212559
2023-09-22,601860,紫金银行,339247909,27530851,21729524,4312837,381200,393200
2023-09-22,601865,福莱特,503883770,6248806,2886485,8299926,115900,128600
2023-09-22,601866,中远海发,599569782,11358237,10855155,14641429,721800,179000
2023-09-22,601868,中国能建,782150669,36694266,34127083,31605993,3251452,4664000
2023-09-22,601869,长飞光纤,155561961,2033815,6633131,348331,3100,5000
2023-09-22,601872,招商轮船,475519454,18421661,22237398,1702616,612200,211500
2023-09-22,601877,正泰电器,1314318705,22274374,15763230,2239600,64200,45600
2023-09-22,601878,浙商证券,1512269834,28468425,34847840,711713,148700,319700
2023-09-22,601880,辽港股份,289406011,8706942,21199053,13907789,72800,520100
2023-09-22,601881,中国银河,2062599779,91850843,109228505,1145884,296800,457678
2023-09-22,601882,海天精工,32325042,2700375,3472764,70577,19700,25293
2023-09-22,601886,江河集团,150098100,5135622,1160894,91667,21900,8400
2023-09-22,601888,中国中免,4564969576,198405860,187743027,302108,65452,91300
2023-09-22,601890,亚星锚链,263831600,7052830,8706818,115092,42000,139500
2023-09-22,601898,中煤能源,501114210,36042592,16407415,2990437,127500,525000
2023-09-22,601899,紫金矿业,2010564493,140797000,79218427,3468683,520000,652200
2023-09-22,601900,南方传媒,177091121,17670531,14456036,4700,1900,4000
2023-09-22,601901,方正证券,1155871496,30501647,48787027,8111800,319800,187700
2023-09-22,601908,京运通,591510682,3938800,7828985,6183405,554000,462098
2023-09-22,601916,浙商银行,889388699,39984860,31665417,7437400,2040100,1308000
2023-09-22,601918,新集能源,445086733,16466517,15564640,1076078,53100,68600
2023-09-22,601919,中远海控,4049176081,55920830,76647515,644130,64500,144600
2023-09-22,601928,凤凰传媒,161511946,2267676,8874786,899124,94300,106600
2023-09-22,601929,吉视传媒,329189478,11904272,6342479,3035165,81700,455100
2023-09-22,601933,永辉超市,1602613289,5037273,8018425,599300,35400,26000
2023-09-22,601939,建设银行,1231667253,16714618,29176221,27536776,105600,691200
2023-09-22,601949,中国出版,236099760,21585084,15176285,925550,97000,31100
2023-09-22,601952,苏垦农发,290419848,6732633,3412498,289667,6300,4500
2023-09-22,601958,金钼股份,654748974,13463123,10591109,2119284,167100,72400
2023-09-22,601965,中国汽研,152575433,2299003,2664130,178041,30400,16900
2023-09-22,601966,玲珑轮胎,286387751,47567801,16014749,1214905,254600,215829
2023-09-22,601969,海南矿业,240729104,5342997,3329308,394162,16400,8300
2023-09-22,601975,招商南油,480120805,71055607,90543419,10587979,2304790,1897052
2023-09-22,601985,中国核电,1016131798,46019437,18699844,1826190,37400,638400
2023-09-22,601988,中国银行,2347757184,103093870,104428787,8161971,4423437,8720800
2023-09-22,601989,中国重工,2323548350,25870894,19577749,1231973,162100,412100
2023-09-22,601990,南京证券,980217511,16457552,21871433,5998905,590300,208980
2023-09-22,601991,大唐发电,425848632,8812953,12951027,5416418,320100,152947
2023-09-22,601992,金隅集团,550807634,6537630,10984563,8508383,183400,1330200
2023-09-22,601995,中金公司,1480432515,52946466,64422841,17361746,147500,229500
2023-09-22,601996,丰林集团,188393518,3624081,2066270,0,0,0
2023-09-22,601997,贵阳银行,1032642791,13703765,12639615,33598273,199200,1300
2023-09-22,601998,中信银行,445952340,17721189,10479409,1297800,30500,186000
2023-09-22,601999,出版传媒,119339623,2820589,4818987,0,0,0
2023-09-22,603000,人民网,992011429,266699872,218801266,2922624,196100,210000
2023-09-22,603005,晶方科技,940416622,146120951,112650216,4171024,286200,231700
2023-09-22,603008,喜临门,230946831,3437879,2809951,209994,34300,32800
2023-09-22,603010,万盛股份,66920765,94399,803683,213116,100,6800
2023-09-22,603011,合锻智能,102647850,2199348,2086993,46900,10100,8500
2023-09-22,603012,创力集团,195936660,1681057,6897839,481600,300,0
2023-09-22,603015,弘讯科技,86045131,3583690,4180404,36000,0,0
2023-09-22,603018,华设集团,147814331,2344023,4082287,137562,14900,97220
2023-09-22,603019,中科曙光,3926363964,391574703,290920878,1631409,869574,824873
2023-09-22,603025,大豪科技,212699712,8139016,9640821,312119,36000,22140
2023-09-22,603026,胜华新材,649371480,10909832,4700516,347459,59300,17600
2023-09-22,603027,千禾味业,472379467,7754315,7936660,229373,26776,54400
2023-09-22,603032,德新科技,80572693,4401034,5505346,307162,34800,18700
2023-09-22,603033,三维股份,143275858,1647851,1479711,227121,4200,3580
2023-09-22,603035,常熟汽饰,90724286,2436547,3915588,156251,52800,39800
2023-09-22,603039,泛微网络,125919542,3932551,1102162,0,0,0
2023-09-22,603042,华脉科技,137566420,61728899,36708484,0,0,0
2023-09-22,603043,广州酒家,199000931,6041463,3512657,92818,3922,22500
2023-09-22,603045,福达合金,104654173,2826776,4331323,0,0,0
2023-09-22,603050,科林电气,217317447,3726461,2138572,0,0,0
2023-09-22,603051,鹿山新材,106495044,1646641,3803273,279628,8200,17300
2023-09-22,603055,台华新材,120887978,1641601,459665,59838,2500,4200
2023-09-22,603056,德邦股份,51253961,293262,393951,319165,32400,43300
2023-09-22,603063,禾望电气,125108074,5770058,5553814,275388,20500,44900
2023-09-22,603067,振华股份,117387776,2677105,2306559,267924,0,40100
2023-09-22,603069,海汽集团,167158980,6584902,6363576,0,0,0
2023-09-22,603070,万控智造,49174103,1949975,3170224,0,0,0
2023-09-22,603075,热威股份,49703124,14913863,15467474,1600,0,0
2023-09-22,603076,乐惠国际,101752479,2435303,1377910,5600,5600,5600
2023-09-22,603077,和邦生物,848638692,9880906,14668644,15435393,294800,62200
2023-09-22,603078,江化微,182581594,10314408,9627279,626138,85200,62140
2023-09-22,603083,剑桥科技,903603551,132256057,151191252,23000,1400,1000
2023-09-22,603085,天成自控,93190838,748820,643651,3000,2000,0
2023-09-22,603087,甘李药业,384476372,26393160,16647262,2306910,36700,60700
2023-09-22,603088,宁波精达,112631059,2327412,5369793,46400,1800,4500
2023-09-22,603098,森特股份,44506063,1153544,486430,104954,11600,400
2023-09-22,603100,川仪股份,39884753,1051422,1098342,69016,9700,6000
2023-09-22,603103,横店影视,69216810,2497928,3588928,53600,14600,19500
2023-09-22,603105,芯能科技,167756089,2314984,3588368,379588,28000,13500
2023-09-22,603108,润达医疗,450527845,60713358,58306338,416162,100400,149448
2023-09-22,603113,金能科技,329420815,3886071,1342747,772407,15400,3800
2023-09-22,603118,共进股份,410131275,69714943,86856551,634359,307900,291990
2023-09-22,603119,浙江荣泰,63948436,3876015,7409572,1000,0,0
2023-09-22,603123,翠微股份,197844966,79024884,41490237,615402,229100,3600
2023-09-22,603125,常青科技,139647941,17211489,19802768,0,0,0
2023-09-22,603126,中材节能,137673536,2235659,681878,0,0,0
2023-09-22,603127,昭衍新药,382164777,4775226,12695734,2324181,17800,26140
2023-09-22,603128,华贸物流,156399216,3603901,3140347,233027,13300,15850
2023-09-22,603129,春风动力,93538737,867903,1372530,38452,3300,6700
2023-09-22,603135,中重科技,90921487,1928851,1931287,0,0,0
2023-09-22,603137,恒尚节能,40108713,605298,2420628,0,0,0
2023-09-22,603138,海量数据,156325827,14681422,9270143,0,0,0
2023-09-22,603156,养元饮品,72598506,1534516,1062307,307612,16200,2500
2023-09-22,603160,汇顶科技,855590369,42159103,28646522,500253,120300,91400
2023-09-22,603167,渤海轮渡,137206340,906189,2788805,1500,0,0
2023-09-22,603169,兰石重装,323238518,4364380,8516632,898171,95335,48900
2023-09-22,603172,万丰股份,19356515,991465,1331479,0,0,0
2023-09-22,603179,新泉股份,55270346,6177329,6538012,391080,61667,86210
2023-09-22,603181,皇马科技,47512213,983146,4446546,0,0,0
2023-09-22,603185,弘元绿能,1063969565,12824006,16433635,92200,21300,39768
2023-09-22,603191,望变电气,229113399,4618503,6745353,14700,0,0
2023-09-22,603195,公牛集团,222708679,6051257,2900874,81386,18700,2200
2023-09-22,603197,保隆科技,90434444,5745706,4012425,450280,20900,24800
2023-09-22,603198,迎驾贡酒,159599963,13241527,7097019,1014981,43891,107300
2023-09-22,603212,赛伍技术,307372667,6949896,6845802,1282498,39006,27000
2023-09-22,603218,日月股份,166491007,2131617,2935235,953272,9800,21100
2023-09-22,603220,中贝通信,674186074,294372190,300063165,45900,12000,17500
2023-09-22,603222,济民医疗,198951199,3263814,4032278,1224220,100,13300
2023-09-22,603223,恒通股份,82689487,2225787,2363016,0,0,0
2023-09-22,603225,新凤鸣,69285340,1023300,1433973,1865983,35800,207400
2023-09-22,603227,雪峰科技,257639356,4966125,2796132,7668833,0,0
2023-09-22,603228,景旺电子,155395590,6278748,5836276,232688,52900,21900
2023-09-22,603229,奥翔药业,332695444,3633224,4849503,83852,9200,7652
2023-09-22,603233,大参林,183404030,5745887,2433059,334790,43000,31300
2023-09-22,603236,移远通信,631823817,11241511,11753609,121510,11900,11080
2023-09-22,603259,药明康德,2415253540,40020979,38326113,816864,99000,79899
2023-09-22,603260,合盛硅业,831983887,2792558,9676106,1434400,7900,18300
2023-09-22,603267,鸿远电子,251010984,23536048,35723462,885039,102633,70900
2023-09-22,603270,金帝股份,138629555,107610677,128907306,4090132,92400,408601
2023-09-22,603275,众辰科技,101155164,16381951,19613433,0,0,0
2023-09-22,603279,景津装备,89504038,796003,1435186,75517,4400,2460
2023-09-22,603283,赛腾股份,155485444,26068813,24891457,1776200,13700,5900
2023-09-22,603288,海天味业,1017647135,28724402,41808191,2767672,102345,21749
2023-09-22,603290,斯达半导,656925056,12203654,14866365,75404,8200,16900
2023-09-22,603296,华勤技术,91938563,10260450,15338103,77478,46278,14138
2023-09-22,603297,永新光学,51662981,619225,1482852,39328,5700,2500
2023-09-22,603298,杭叉集团,61371645,1087730,3446014,483096,60800,12100
2023-09-22,603299,苏盐井神,208940765,3937076,6787338,333778,2600,31400
2023-09-22,603300,华铁应急,195021536,838978,5139322,294964,21800,11200
2023-09-22,603301,振德医疗,39424446,1323398,2780632,32084,10500,3200
2023-09-22,603305,旭升集团,124720739,9377961,6976149,810118,64640,61520
2023-09-22,603306,华懋科技,574613603,56653669,47967172,360344,45800,31700
2023-09-22,603308,应流股份,232353509,3208247,2121578,104370,300,2600
2023-09-22,603317,天味食品,77696394,577327,2637220,484978,5000,6560
2023-09-22,603318,水发燃气,175278144,6399573,6462633,0,0,0
2023-09-22,603319,湘油泵,87967297,4018549,4155624,531200,5400,89430
2023-09-22,603323,苏农银行,450771804,17385121,16751756,469271,105200,40000
2023-09-22,603328,依顿电子,176136279,1923906,5934135,1255500,1000,1300
2023-09-22,603329,上海雅仕,130918486,15927483,6455611,3500,0,0
2023-09-22,603330,天洋新材,104248368,4400350,3017799,0,0,0
2023-09-22,603335,迪生力,57634174,1280244,1170684,0,0,0
2023-09-22,603338,浙江鼎力,151960154,1550101,1609037,235833,14600,6400
2023-09-22,603345,安井食品,135795349,6166462,4213417,129578,36100,17592
2023-09-22,603348,文灿股份,157350589,15385173,13831338,1248980,63300,29050
2023-09-22,603355,莱克电气,206898288,4412992,764415,224888,1700,11200
2023-09-22,603358,华达科技,286626113,3636801,5691831,0,0,0
2023-09-22,603363,傲农生物,302487304,1400093,2680675,2824497,32500,89100
2023-09-22,603368,柳药集团,174816639,5399481,2796078,45828,3900,5900
2023-09-22,603369,今世缘,314849720,12596427,24164587,697700,41400,73300
2023-09-22,603377,东方时尚,69204018,2850878,28408841,32400,0,0
2023-09-22,603379,三美股份,416069732,13447389,26624044,671309,87600,65552
2023-09-22,603387,基蛋生物,339598911,3022603,1721947,98445,1800,31100
2023-09-22,603392,万泰生物,613576107,12128730,18822457,2326695,49760,68935
2023-09-22,603393,新天然气,580814948,14758268,10294922,170868,7000,40600
2023-09-22,603396,金辰股份,169637613,3881314,2417034,29300,5200,12000
2023-09-22,603399,吉翔股份,277792467,5068742,5663529,59000,3200,3100
2023-09-22,603416,信捷电气,75316157,9302302,6092062,115666,18900,10600
2023-09-22,603429,集友股份,146367237,4009634,881150,31880,0,26500
2023-09-22,603444,吉比特,145932687,7325718,38614838,81697,11000,6300
2023-09-22,603456,九洲药业,122416876,14669556,6774862,664235,38700,31500
2023-09-22,603466,风语筑,293758684,12790343,21310174,219270,20600,46300
2023-09-22,603477,巨星农牧,151979679,4083499,11426331,1656467,62000,129800
2023-09-22,603486,科沃斯,305168915,13995013,23448351,472108,19100,30000
2023-09-22,603489,八方股份,41320173,304403,818591,46907,2700,2860
2023-09-22,603501,韦尔股份,1402797374,15495487,33283647,1790899,132500,51220
2023-09-22,603505,金石资源,630223404,7241619,9928410,218061,27200,24564
2023-09-22,603507,振江股份,85500006,2443544,2008655,0,0,0
2023-09-22,603508,思维列控,110918613,389124,2482740,600,0,0
2023-09-22,603515,欧普照明,52364409,2522752,1171388,104800,78000,900
2023-09-22,603517,绝味食品,317054291,4450914,8090450,206901,5000,9000
2023-09-22,603527,众源新材,29618934,7683224,520869,0,0,0
2023-09-22,603529,XD爱玛科,177946600,7921948,9868814,332080,70300,21400
2023-09-22,603530,神马电力,23430350,264638,391314,7000,400,500
2023-09-22,603538,美诺华,143652124,3178270,3995926,0,0,0
2023-09-22,603556,海兴电力,80049425,1905792,6466816,0,0,0
2023-09-22,603565,中谷物流,35374505,7432220,567042,1004643,31000,145279
2023-09-22,603566,普莱柯,180407566,1784069,1889279,68400,4900,18300
2023-09-22,603567,珍宝岛,101314867,6045274,6630763,247398,14400,7400
2023-09-22,603568,伟明环保,339663971,1471251,1068609,425582,16500,5500
2023-09-22,603583,捷昌驱动,99553113,2863527,1885663,68722,15100,37500
2023-09-22,603588,高能环境,458747983,5298970,3399462,353887,110300,73220
2023-09-22,603589,口子窖,623665494,26100462,23560817,307312,54600,25200
2023-09-22,603596,伯特利,106001750,14760248,5600130,7466766,26600,158500
2023-09-22,603599,广信股份,693866497,11862146,7147908,1044870,6800,21200
2023-09-22,603601,再升科技,170718112,1893400,2741596,130406,7100,24000
2023-09-22,603602,纵横通信,100436565,2736834,922874,13300,0,0
2023-09-22,603605,珀莱雅,195646178,4105534,6139455,104864,8900,7300
2023-09-22,603606,东方电缆,569765318,8913430,11652146,104104,10200,18734
2023-09-22,603609,禾丰股份,131891063,793021,1040567,103496,3900,28400
2023-09-22,603612,索通发展,246063716,17879369,8998357,442141,13900,18800
2023-09-22,603613,国联股份,845343633,24586098,30977464,207903,24405,17000
2023-09-22,603618,杭电股份,131092732,2994722,4367249,3600,0,0
2023-09-22,603619,中曼石油,288762947,17749954,6706226,1400,0,0
2023-09-22,603626,科森科技,127008365,14715624,10300908,0,0,0
2023-09-22,603628,清源股份,71277773,5483858,12398870,0,0,0
2023-09-22,603636,南威软件,445707960,6921741,9287712,108632,39300,59600
2023-09-22,603638,艾迪精密,572774738,1192013,4596372,227512,7500,20960
2023-09-22,603639,海利尔,64929013,959106,765179,43300,0,0
2023-09-22,603650,彤程新材,235408866,16096910,12317993,1782829,34500,25901
2023-09-22,603658,安图生物,321606741,7944652,7817021,263496,51885,10900
2023-09-22,603659,璞泰来,638788569,14482664,9377705,3069973,122485,86900
2023-09-22,603660,苏州科达,126165174,1176741,3832540,8400,8400,0
2023-09-22,603663,三祥新材,146096874,1852526,1988124,0,0,0
2023-09-22,603667,五洲新春,242145360,83658771,91909820,55600,2000,0
2023-09-22,603668,天马科技,290006149,4679251,5983131,500700,6500,75400
2023-09-22,603678,火炬电子,384819395,10118509,7817944,1084464,30500,107300
2023-09-22,603681,永冠新材,153054159,2476083,791562,0,0,0
2023-09-22,603688,石英股份,1043875572,76735703,44092190,588180,28700,43900
2023-09-22,603690,至纯科技,424283935,10728932,11520380,489408,46800,92020
2023-09-22,603693,江苏新能,47858767,1621127,1148928,85133,2200,30
2023-09-22,603696,安记食品,67739841,1190368,846423,0,0,0
2023-09-22,603698,航天工程,157526087,2221491,2441224,9750,0,0
2023-09-22,603699,纽威股份,44739556,3252316,4291295,4000,0,100
2023-09-22,603707,健友股份,121058080,2374553,2552307,799410,218200,26700
2023-09-22,603708,家家悦,86364018,1661987,1179472,10400,0,0
2023-09-22,603712,七一二,225474460,5685073,6871648,295243,19800,86400
2023-09-22,603713,密尔克卫,90427972,1554857,770070,122423,23000,5400
2023-09-22,603718,海利生物,223207925,3776100,2032593,160587,14100,1800
2023-09-22,603719,良品铺子,207577574,2670106,4205437,5265442,18300,22600
2023-09-22,603727,博迈科,98511609,14695883,6310605,0,0,0
2023-09-22,603730,岱美股份,33754176,305348,1030147,240543,42800,9068
2023-09-22,603733,仙鹤股份,111503379,4711302,1270190,70008,7700,2200
2023-09-22,603737,三棵树,64788706,4859617,1164263,257406,8100,6500
2023-09-22,603738,泰晶科技,244776545,22324956,9539795,0,0,0
2023-09-22,603758,秦安股份,29771018,4198327,3147845,38000,38000,0
2023-09-22,603766,隆鑫通用,554994909,52733800,27569917,498071,305900,52600
2023-09-22,603776,永安行,196476121,2446291,2568137,15600,0,0
2023-09-22,603777,来伊份,139431843,1842797,8854932,105260,11200,4500
2023-09-22,603786,科博达,7469646,1083425,1340373,90025,10000,10733
2023-09-22,603789,星光农机,71653360,971718,2963573,0,0,0
2023-09-22,603799,华友钴业,2666403441,35305254,46664560,39608379,90000,63400
2023-09-22,603800,道森股份,188409356,3638693,3075056,0,0,0
2023-09-22,603803,瑞斯康达,169792473,2856033,6611878,0,0,0
2023-09-22,603806,福斯特,697478734,9191229,12042639,1601658,26000,33900
2023-09-22,603816,顾家家居,72361017,4109405,2856109,624675,120200,28700
2023-09-22,603826,坤彩科技,410826565,442423,2016213,232960,1800,7500
