"Stkcd","ShortName_EN","Accper","Typrep","F050501B"
"300390","THXN","2024-12-31","A","0.073020"
"300390","THXN","2024-12-31","B","0.114298"
"300390","THXN","2025-03-31","A","0.000474"
"300390","THXN","2025-06-30","A","-0.011899"
"300390","THXN","2025-06-30","B","-0.017990"
"300390","THXN","2025-09-30","A","0.000900"
"300390","THXN","2025-12-31","A","0.028630"
"300390","THXN","2025-12-31","B","-0.017902"
"300390","THXN","2026-03-31","A","0.066006"
"300391","CYKG","2024-06-30","A","-0.311630"
"300391","CYKG","2024-06-30","B","-0.008518"
"300391","CYKG","2024-09-30","A","-0.379950"
"300391","CYKG","2024-12-31","A",""
"300391","CYKG","2024-12-31","B",""
"300391","CYKG","2025-03-31","A",""
"300391","*ST CY","2025-06-30","A",""
"300391","*ST CY","2025-06-30","B",""
"300391","*ST CY","2025-09-30","A",""
"300393","ZLGF","2024-06-30","A","-0.073330"
"300393","ZLGF","2024-06-30","B","-0.000966"
"300393","ZLGF","2024-09-30","A","-0.069531"
"300393","ZLGF","2024-12-31","A","-0.228949"
"300393","ZLGF","2024-12-31","B","-0.021028"
"300393","ZLGF","2025-03-31","A","-0.032990"
"300393","ZLGF","2025-06-30","A","-0.037342"
"300393","ZLGF","2025-06-30","B","-0.017263"
"300393","ZLGF","2025-09-30","A","-0.105466"
"300393","ZLGF","2025-12-31","A","-0.635095"
"300393","ZLGF","2025-12-31","B","-0.054325"
"300393","ZLGF","2026-03-31","A","-0.124456"
"300394","TFTX","2024-06-30","A","0.175129"
"300394","TFTX","2024-06-30","B","0.277875"
"300394","TFTX","2024-09-30","A","0.252230"
"300394","TFTX","2024-12-31","A","0.336895"
"300394","TFTX","2024-12-31","B","0.435888"
"300394","TFTX","2025-03-31","A","0.077762"
"300394","TFTX","2025-06-30","A","0.191623"
"300394","TFTX","2025-06-30","B","0.184708"
"300394","TFTX","2025-09-30","A","0.300052"
"300394","TFTX","2025-12-31","A","0.366007"
"300394","TFTX","2025-12-31","B","0.351157"
"300394","TFTX","2026-03-31","A","0.082230"
"300395","FLH","2024-06-30","A","0.039939"
"300395","FLH","2024-06-30","B","0.039199"
"300395","FLH","2024-09-30","A","0.052371"
"300395","FLH","2024-12-31","A","0.065951"
"300395","FLH","2024-12-31","B","0.066171"
"300395","FLH","2025-03-31","A","0.018749"
"300395","FLH","2025-06-30","A","0.040416"
"300395","FLH","2025-06-30","B","0.059962"
"300395","FLH","2025-09-30","A","0.054825"
"300395","FLH","2025-12-31","A","0.073651"
"300395","FLH","2025-12-31","B","0.112704"
"300395","FLH","2026-03-31","A","0.024677"
"300396","DRYL","2024-06-30","A","0.079848"
"300396","DRYL","2024-06-30","B","0.087852"
"300396","DRYL","2024-09-30","A","0.091856"
"300396","DRYL","2024-12-31","A","0.069264"
"300396","DRYL","2024-12-31","B","0.080295"
"300396","DRYL","2025-03-31","A","0.007574"
"300396","DRYL","2025-06-30","A","-0.014475"
"300396","DRYL","2025-06-30","B","-0.013907"
"300396","DRYL","2025-09-30","A","-0.046025"
"300396","DRYL","2025-12-31","A","-0.160066"
"300396","DRYL","2025-12-31","B","-0.150736"
"300396","DRYL","2026-03-31","A","-0.000747"
"300397","THFW","2024-06-30","A","-0.021722"
"300397","THFW","2024-06-30","B","-0.018327"
"300397","THFW","2024-09-30","A","-0.049443"
"300397","THFW","2024-12-31","A","-0.082333"
"300397","THFW","2024-12-31","B","-0.045272"
"300397","THFW","2025-03-31","A","-0.023964"
"300397","THFW","2025-06-30","A","-0.046054"
"300397","THFW","2025-06-30","B","-0.018556"
"300397","THFW","2025-09-30","A","-0.067664"
"300397","THFW","2025-12-31","A","-0.083988"
"300397","THFW","2025-12-31","B","-0.040703"
"300397","THFW","2026-03-31","A","0.004705"
"300398","FKCL","2024-06-30","A","0.033293"
"300398","FKCL","2024-06-30","B","-0.034240"
"300398","FKCL","2024-09-30","A","0.055289"
"300398","FKCL","2024-12-31","A","0.065577"
"300398","FKCL","2024-12-31","B","-0.060592"
"300398","FKCL","2025-03-31","A","0.029013"
"300398","FKCL","2025-06-30","A","0.044354"
"300398","FKCL","2025-06-30","B","0.405157"
"300398","FKCL","2025-09-30","A","0.060236"
"300398","FKCL","2025-12-31","A","0.080728"
"300398","FKCL","2025-12-31","B","0.410361"
"300398","FKCL","2026-03-31","A","0.026895"
"300399","TLKJ","2024-06-30","A","-0.036224"
"300399","TLKJ","2024-06-30","B","-0.005978"
"300399","TLKJ","2024-09-30","A","-0.015616"
"300399","TLKJ","2024-12-31","A","0.002792"
"300399","TLKJ","2024-12-31","B","-0.014060"
"300399","TLKJ","2025-03-31","A","0.022047"
"300399","TLKJ","2025-06-30","A","0.014967"
"300399","TLKJ","2025-06-30","B","0.069402"
"300399","TLKJ","2025-09-30","A","0.011014"
"300399","TLKJ","2025-12-31","A","-0.007919"
"300399","TLKJ","2025-12-31","B","0.072874"
"300399","TLKJ","2026-03-31","A","0.002920"
"300400","JTGF","2024-06-30","A","0.039935"
"300400","JTGF","2024-06-30","B","0.031747"
"300400","JTGF","2024-09-30","A","0.077009"
"300400","JTGF","2024-12-31","A","0.104810"
"300400","JTGF","2024-12-31","B","0.085842"
"300400","JTGF","2025-03-31","A","0.030258"
"300400","JTGF","2025-06-30","A","0.071436"
"300400","JTGF","2025-06-30","B","0.070843"
"300400","JTGF","2025-09-30","A","0.110308"
"300400","JTGF","2025-12-31","A","0.107626"
"300400","JTGF","2025-12-31","B","0.107791"
"300400","JTGF","2026-03-31","A","0.036226"
"300401","HYSW","2024-06-30","A","0.047055"
"300401","HYSW","2024-06-30","B","0.067755"
"300401","HYSW","2024-09-30","A","0.076872"
"300401","HYSW","2024-12-31","A","0.096075"
"300401","HYSW","2024-12-31","B","0.080593"
"300401","HYSW","2025-03-31","A","0.028872"
"300401","HYSW","2025-06-30","A","0.048283"
"300401","HYSW","2025-06-30","B","0.013648"
"300401","HYSW","2025-09-30","A","0.068471"
"300401","HYSW","2025-12-31","A","0.087375"
"300401","HYSW","2025-12-31","B","0.012818"
"300401","HYSW","2026-03-31","A","0.014193"
"300402","BSGF","2024-06-30","A","0.026617"
"300402","BSGF","2024-06-30","B","0.026637"
"300402","BSGF","2024-09-30","A","0.040103"
"300402","BSGF","2024-12-31","A","0.046795"
"300402","BSGF","2024-12-31","B","0.046793"
"300402","BSGF","2025-03-31","A","0.012716"
"300402","BSGF","2025-06-30","A","0.021627"
"300402","BSGF","2025-06-30","B","0.021636"
"300402","BSGF","2025-09-30","A","0.033498"
"300402","BSGF","2025-12-31","A","0.036074"
"300402","BSGF","2025-12-31","B","0.036088"
"300402","BSGF","2026-03-31","A","0.010600"
"300403","HYJT","2024-06-30","A","0.061169"
"300403","HYJT","2024-06-30","B","0.064151"
"300403","HYJT","2024-09-30","A","0.093560"
"300403","HYJT","2024-12-31","A","0.116524"
"300403","HYJT","2024-12-31","B","0.125964"
"300403","HYJT","2025-03-31","A","0.026983"
"300403","HYJT","2025-06-30","A","0.055536"
"300403","HYJT","2025-06-30","B","0.059172"
"300403","HYJT","2025-09-30","A","0.078897"
"300403","HYJT","2025-12-31","A","0.106388"
"300403","HYJT","2025-12-31","B","0.103657"
"300403","HYJT","2026-03-31","A","0.014855"
"300404","BJYY","2024-06-30","A","0.031026"
"300404","BJYY","2024-06-30","B","0.027698"
"300404","BJYY","2024-09-30","A","0.044850"
"300404","BJYY","2024-12-31","A","0.030604"
"300404","BJYY","2024-12-31","B","0.048015"
"300404","BJYY","2025-03-31","A","0.004615"
"300404","BJYY","2025-06-30","A","0.016984"
"300404","BJYY","2025-06-30","B","0.015108"
"300404","BJYY","2025-09-30","A","0.022642"
"300404","BJYY","2025-12-31","A","0.031060"
"300404","BJYY","2025-12-31","B","0.037501"
"300404","BJYY","2026-03-31","A","0.014585"
"300405","KLGF","2024-06-30","A","-0.033835"
"300405","KLGF","2024-06-30","B","-0.016484"
"300405","KLGF","2024-09-30","A","-0.041034"
"300405","KLGF","2024-12-31","A","-0.108173"
"300405","KLGF","2024-12-31","B","0.003543"
"300405","KLGF","2025-03-31","A","-0.034747"
"300405","KLGF","2025-06-30","A","-0.055283"
"300405","KLGF","2025-06-30","B","-0.020312"
"300405","KLGF","2025-09-30","A","-0.067447"
"300405","KLGF","2025-12-31","A","-0.153195"
"300405","KLGF","2025-12-31","B","0.013030"
"300405","KLGF","2026-03-31","A","0.002817"
"300406","JQSW","2024-06-30","A","0.064832"
"300406","JQSW","2024-06-30","B","0.021656"
"300406","JQSW","2024-09-30","A","0.093933"
"300406","JQSW","2024-12-31","A","0.128524"
"300406","JQSW","2024-12-31","B","0.037780"
"300406","JQSW","2025-03-31","A","0.019829"
"300406","JQSW","2025-06-30","A","0.043143"
"300406","JQSW","2025-06-30","B","0.055933"
"300406","JQSW","2025-09-30","A","0.068349"
"300406","JQSW","2025-12-31","A","0.050369"
"300406","JQSW","2025-12-31","B","0.040693"
"300406","JQSW","2026-03-31","A","0.027181"
"300407","KFDQ","2024-06-30","A","0.022588"
"300407","KFDQ","2024-06-30","B","0.011465"
"300407","KFDQ","2024-09-30","A","0.033063"
"300407","KFDQ","2024-12-31","A","0.045936"
"300407","KFDQ","2024-12-31","B","0.007825"
"300407","KFDQ","2025-03-31","A","0.000620"
"300407","KFDQ","2025-06-30","A","0.011822"
"300407","KFDQ","2025-06-30","B","-0.012690"
"300407","KFDQ","2025-09-30","A","0.034495"
"300407","KFDQ","2025-12-31","A","0.031649"
"300407","KFDQ","2025-12-31","B","-0.004170"
"300407","KFDQ","2026-03-31","A","0.002763"
"300408","SHJT","2024-06-30","A","0.054897"
"300408","SHJT","2024-06-30","B","0.027663"
"300408","SHJT","2024-09-30","A","0.083050"
"300408","SHJT","2024-12-31","A","0.110218"
"300408","SHJT","2024-12-31","B","0.052237"
"300408","SHJT","2025-03-31","A","0.026096"
"300408","SHJT","2025-06-30","A","0.060978"
"300408","SHJT","2025-06-30","B","0.029397"
"300408","SHJT","2025-09-30","A","0.093208"
"300408","SHJT","2025-12-31","A","0.120804"
"300408","SHJT","2025-12-31","B","0.068167"
"300408","SHJT","2026-03-31","A","0.035302"
"300409","DSJS","2024-06-30","A","0.020767"
"300409","DSJS","2024-06-30","B","0.022355"
"300409","DSJS","2024-09-30","A","0.025582"
"300409","DSJS","2024-12-31","A","0.026023"
"300409","DSJS","2024-12-31","B","0.030473"
"300409","DSJS","2025-03-31","A","0.005817"
"300409","DSJS","2025-06-30","A","0.029895"
"300409","DSJS","2025-06-30","B","-0.001539"
"300409","DSJS","2025-09-30","A","0.052265"
"300409","DSJS","2025-12-31","A","0.067173"
"300409","DSJS","2025-12-31","B","0.019758"
"300409","DSJS","2026-03-31","A","0.014216"
"300410","ZYKJ","2024-06-30","A","-0.254031"
"300410","ZYKJ","2024-06-30","B","-0.139699"
"300410","ZYKJ","2024-09-30","A","-0.436659"
"300410","ZYKJ","2024-12-31","A","-1.195179"
"300410","ZYKJ","2024-12-31","B","-0.683263"
"300410","ZYKJ","2025-03-31","A","0.040240"
"300410","ZYKJ","2025-06-30","A","0.065402"
"300410","ZYKJ","2025-06-30","B","0.031029"
"300410","ZYKJ","2025-09-30","A","0.089510"
"300410","ZYKJ","2025-12-31","A","0.126202"
"300410","ZYKJ","2025-12-31","B","0.108396"
"300410","ZYKJ","2026-03-31","A","0.046713"
"300411","JDGF","2024-06-30","A","0.013091"
"300411","JDGF","2024-06-30","B","0.015708"
"300411","JDGF","2024-09-30","A","0.020090"
"300411","JDGF","2024-12-31","A","0.010605"
"300411","JDGF","2024-12-31","B","0.023628"
"300411","JDGF","2025-03-31","A","0.010281"
"300411","JDGF","2025-06-30","A","0.012756"
"300411","JDGF","2025-06-30","B","0.019588"
"300411","JDGF","2025-09-30","A","0.012795"
"300411","JDGF","2025-12-31","A","0.006090"
"300411","JDGF","2025-12-31","B","0.022400"
"300411","JDGF","2026-03-31","A","0.002557"
"300412","JNKJ","2024-06-30","A","0.013268"
"300412","JNKJ","2024-06-30","B","0.008078"
"300412","JNKJ","2024-09-30","A","0.011705"
"300412","JNKJ","2024-12-31","A","0.028107"
"300412","JNKJ","2024-12-31","B","0.036981"
"300412","JNKJ","2025-03-31","A","0.000398"
"300412","JNKJ","2025-06-30","A","0.014088"
"300412","JNKJ","2025-06-30","B","0.009366"
"300412","JNKJ","2025-09-30","A","0.013852"
"300412","JNKJ","2025-12-31","A","0.033580"
"300412","JNKJ","2025-12-31","B","0.029629"
"300412","JNKJ","2026-03-31","A","-0.010127"
"300413","MGCM","2024-06-30","A","0.047192"
"300413","MGCM","2024-06-30","B","0.141945"
"300413","MGCM","2024-09-30","A","0.063023"
"300413","MGCM","2024-12-31","A","0.059606"
"300413","MGCM","2024-12-31","B","0.140867"
"300413","MGCM","2025-03-31","A","0.016317"
"300413","MGCM","2025-06-30","A","0.033270"
"300413","MGCM","2025-06-30","B","0.005601"
"300413","MGCM","2025-09-30","A","0.043738"
"300413","MGCM","2025-12-31","A","0.052183"
"300413","MGCM","2025-12-31","B","0.012391"
"300413","MGCM","2026-03-31","A","0.008444"
"300414","ZGFL","2024-06-30","A","0.002490"
"300414","ZGFL","2024-06-30","B","0.004401"
"300414","ZGFL","2024-09-30","A","0.003804"
"300414","ZGFL","2024-12-31","A","0.008107"
"300414","ZGFL","2024-12-31","B","0.020874"
"300414","ZGFL","2025-03-31","A","0.002761"
"300414","ZGFL","2025-06-30","A","0.010620"
"300414","ZGFL","2025-06-30","B","0.015521"
"300414","ZGFL","2025-09-30","A","0.017057"
"300414","ZGFL","2025-12-31","A","0.017327"
"300414","ZGFL","2025-12-31","B","0.026933"
"300414","ZGFL","2026-03-31","A","0.008176"
"300415","YZM","2024-06-30","A","0.113217"
"300415","YZM","2024-06-30","B","0.042110"
"300415","YZM","2024-09-30","A","0.170590"
"300415","YZM","2024-12-31","A","0.208302"
"300415","YZM","2024-12-31","B","0.208321"
"300415","YZM","2025-03-31","A","0.043270"
"300415","YZM","2025-06-30","A","0.113584"
"300415","YZM","2025-06-30","B","0.048000"
"300415","YZM","2025-09-30","A","0.184189"
"300415","YZM","2025-12-31","A","0.217631"
"300415","YZM","2025-12-31","B","0.210270"
"300415","YZM","2026-03-31","A","0.039441"
"300416","SSSY","2024-06-30","A","0.040500"
"300416","SSSY","2024-06-30","B","0.047468"
"300416","SSSY","2024-09-30","A","0.056479"
"300416","SSSY","2024-12-31","A","0.087295"
"300416","SSSY","2024-12-31","B","0.050534"
"300416","SSSY","2025-03-31","A","0.014334"
"300416","SSSY","2025-06-30","A","0.046224"
"300416","SSSY","2025-06-30","B","0.116384"
"300416","SSSY","2025-09-30","A","0.060634"
"300416","SSSY","2025-12-31","A","0.093852"
"300416","SSSY","2025-12-31","B","0.118079"
"300416","SSSY","2026-03-31","A","0.015038"
"300417","NHYQ","2024-06-30","A","0.044411"
"300417","NHYQ","2024-06-30","B","0.053599"
"300417","NHYQ","2024-09-30","A","0.039960"
"300417","NHYQ","2024-12-31","A","0.033070"
"300417","NHYQ","2024-12-31","B","0.039373"
"300417","NHYQ","2025-03-31","A","-0.010358"
"300417","NHYQ","2025-06-30","A","-0.005872"
"300417","NHYQ","2025-06-30","B","0.003502"
"300417","NHYQ","2025-09-30","A","-0.004151"
"300417","NHYQ","2025-12-31","A","-0.002559"
"300417","NHYQ","2025-12-31","B","0.067617"
"300417","NHYQ","2026-03-31","A","-0.006890"
"300418","KLWW","2024-06-30","A","-0.028146"
"300418","KLWW","2024-06-30","B","-0.038368"
"300418","KLWW","2024-09-30","A","-0.051166"
"300418","KLWW","2024-12-31","A","-0.114641"
"300418","KLWW","2024-12-31","B","0.046451"
"300418","KLWW","2025-03-31","A","-0.057511"
"300418","KLWW","2025-06-30","A","-0.069452"
"300418","KLWW","2025-06-30","B","-0.001711"
"300418","KLWW","2025-09-30","A","-0.065501"
"300418","KLWW","2025-12-31","A","-0.135348"
"300418","KLWW","2025-12-31","B","-0.026375"
"300418","KLWW","2026-03-31","A","-0.074724"
"300419","HFKJ","2024-06-30","A","0.009046"
"300419","HFKJ","2024-06-30","B","-0.003577"
"300419","HFKJ","2024-09-30","A","0.012964"
"300419","ST HF","2024-12-31","A","-0.007186"
"300419","ST HF","2024-12-31","B","-0.076815"
"300419","ST HF","2025-03-31","A","-0.011389"
"300419","ST HF","2025-06-30","A","-0.016051"
"300419","ST HF","2025-06-30","B","-0.020467"
"300419","ST HF","2025-09-30","A","-0.035459"
"300419","ST HF","2025-12-31","A","-0.305977"
"300419","ST HF","2025-12-31","B","-0.235270"
"300419","ST HF","2026-03-31","A","-0.027154"
"300420","WYZK","2024-06-30","A","-0.003568"
"300420","WYZK","2024-06-30","B","0.005295"
"300420","WYZK","2024-09-30","A","-0.005206"
"300420","WYZK","2024-12-31","A","-0.035704"
"300420","WYZK","2024-12-31","B","0.075992"
"300420","WYZK","2025-03-31","A","0.003322"
"300420","WYZK","2025-06-30","A","0.011168"
"300420","WYZK","2025-06-30","B","0.002998"
"300420","WYZK","2025-09-30","A","0.018375"
"300420","WYZK","2025-12-31","A","0.020844"
"300420","WYZK","2025-12-31","B","-0.050575"
"300420","WYZK","2026-03-31","A","0.001836"
"300421","LXGF","2024-06-30","A","0.027921"
"300421","LXGF","2024-06-30","B","0.022774"
"300421","LXGF","2024-09-30","A","0.040612"
"300421","LXGF","2024-12-31","A","0.044042"
"300421","LXGF","2024-12-31","B","0.027217"
"300421","LXGF","2025-03-31","A","0.013476"
"300421","LXGF","2025-06-30","A","0.029906"
"300421","LXGF","2025-06-30","B","0.023453"
"300421","LXGF","2025-09-30","A","0.040698"
"300421","LXGF","2025-12-31","A","0.053832"
"300421","LXGF","2025-12-31","B","0.041024"
"300421","LXGF","2026-03-31","A","0.005459"
"300422","BSK","2024-06-30","A","0.010007"
"300422","BSK","2024-06-30","B","0.007942"
"300422","BSK","2024-09-30","A","-0.027223"
"300422","BSK","2024-12-31","A","-0.601329"
"300422","BSK","2024-12-31","B","-0.470076"
"300422","BSK","2025-03-31","A","-0.006040"
"300422","BSK","2025-06-30","A","-0.033984"
"300422","BSK","2025-06-30","B","-0.047173"
"300422","BSK","2025-09-30","A","-0.171633"
"300422","BSK","2025-12-31","A","-0.978259"
"300422","BSK","2025-12-31","B","-0.819384"
"300422","BSK","2026-03-31","A","0.062950"
"300423","SHKJ","2024-06-30","A","0.005398"
"300423","SHKJ","2024-06-30","B","-0.022589"
"300423","SHKJ","2024-09-30","A","0.005777"
"300423","SHKJ","2024-12-31","A","-0.098549"
"300423","SHKJ","2024-12-31","B","-0.018280"
"300423","SHKJ","2025-03-31","A","-0.010937"
"300423","SHKJ","2025-06-30","A","0.003169"
"300423","SHKJ","2025-06-30","B","0.000074"
"300423","SHKJ","2025-09-30","A","0.003492"
"300423","SHKJ","2025-12-31","A","-0.148039"
"300423","SHKJ","2025-12-31","B","-0.241793"
"300423","SHKJ","2026-03-31","A","-0.022909"
"300424","HXKJ","2024-06-30","A","0.026019"
"300424","HXKJ","2024-06-30","B","-0.047148"
"300424","HXKJ","2024-09-30","A","0.035292"
"300424","HXKJ","2024-12-31","A","-0.113067"
"300424","HXKJ","2024-12-31","B","0.016350"
"300424","HXKJ","2025-03-31","A","0.014666"
"300424","HXKJ","2025-06-30","A","0.029503"
"300424","HXKJ","2025-06-30","B","-0.040709"
"300424","HXKJ","2025-09-30","A","0.032064"
"300424","HXKJ","2025-12-31","A","-0.050144"
"300424","HXKJ","2025-12-31","B","0.016612"
"300424","HXKJ","2026-03-31","A","0.040255"
"300425","ZJHN","2024-06-30","A","0.012729"
"300425","ZJHN","2024-06-30","B","0.008552"
"300425","ZJHN","2024-09-30","A","0.012130"
"300425","ZJHN","2024-12-31","A","0.036979"
"300425","ZJHN","2024-12-31","B","0.019183"
"300425","ZJHN","2025-03-31","A","0.000148"
"300425","ZJHN","2025-06-30","A","0.003991"
"300425","ZJHN","2025-06-30","B","0.020966"
"300425","ZJHN","2025-09-30","A","0.000194"
"300425","ZJHN","2025-12-31","A","0.006592"
"300425","ZJHN","2025-12-31","B","0.009272"
"300425","ZJHN","2026-03-31","A","0.000583"
"300426","TDYS","2024-06-30","A","-1.113657"
"300426","TDYS","2024-06-30","B","-0.126259"
"300426","TDYS","2024-09-30","A","-6.569162"
"300426","TDYS","2024-12-31","A","-0.615576"
"300426","TDYS","2024-12-31","B","-0.016837"
"300426","TDYS","2025-03-31","A","-0.045312"
"300426","HZSM","2025-06-30","A","-0.180962"
"300426","HZSM","2025-06-30","B","-0.101614"
"300426","HZSM","2025-09-30","A","-3.996046"
"300426","HZSM","2025-12-31","A","-8.066947"
"300426","HZSM","2025-12-31","B","-0.180728"
"300426","HZSM","2026-03-31","A","-0.530367"
"300427","*ST HX","2024-06-30","A","0.005595"
"300427","*ST HX","2024-06-30","B","-0.018647"
"300427","*ST HX","2024-09-30","A","-0.051730"
"300427","HXGF","2024-12-31","A","-0.289986"
"300427","HXGF","2024-12-31","B","-0.296310"
"300427","HXGF","2025-03-31","A","0.012396"
"300427","HXGF","2025-06-30","A","0.015151"
"300427","HXGF","2025-06-30","B","-0.008616"
"300427","HXGF","2025-09-30","A","0.048413"
"300427","HXGF","2025-12-31","A","-0.015757"
"300427","HXGF","2025-12-31","B","-0.009212"
"300427","HXGF","2026-03-31","A","0.002984"
"300428","LZJT","2024-06-30","A","0.054993"
"300428","LZJT","2024-06-30","B","0.015478"
"300428","LZJT","2024-09-30","A","0.068792"
"300428","LZJT","2024-12-31","A","0.095924"
"300428","LZJT","2024-12-31","B","0.032578"
"300428","LZJT","2025-03-31","A","0.021574"
"300428","LZJT","2025-06-30","A","0.051553"
"300428","LZJT","2025-06-30","B","0.034582"
"300428","LZJT","2025-09-30","A","0.077723"
"300428","LZJT","2025-12-31","A","0.096808"
"300428","LZJT","2025-12-31","B","0.031552"
"300428","LZJT","2026-03-31","A","0.021887"
"300429","QLXC","2024-06-30","A","0.001282"
"300429","QLXC","2024-06-30","B","0.020187"
"300429","QLXC","2024-09-30","A","-0.013266"
"300429","QLXC","2024-12-31","A","-0.095621"
"300429","QLXC","2024-12-31","B","0.023740"
"300429","QLXC","2025-03-31","A","-0.002896"
"300429","QLXC","2025-06-30","A","-0.008810"
"300429","QLXC","2025-06-30","B","-0.020585"
"300429","QLXC","2025-09-30","A","-0.012462"
"300429","QLXC","2025-12-31","A","-0.070340"
"300429","QLXC","2025-12-31","B","0.012846"
"300429","QLXC","2026-03-31","A","-0.015902"
"300430","CYT","2024-06-30","A","0.037317"
"300430","CYT","2024-06-30","B","0.025026"
"300430","CYT","2024-09-30","A","0.043160"
"300430","CYT","2024-12-31","A","0.039505"
"300430","CYT","2024-12-31","B","0.036600"
"300430","CYT","2025-03-31","A","0.002187"
"300430","CYT","2025-06-30","A","0.019370"
"300430","CYT","2025-06-30","B","0.018038"
"300430","CYT","2025-09-30","A","0.023032"
"300430","CYT","2025-12-31","A","-0.701060"
"300430","CYT","2025-12-31","B","-0.348232"
"300430","CYT","2026-03-31","A","-0.049116"
"300432","FLJG","2024-06-30","A","0.031138"
"300432","FLJG","2024-06-30","B","0.026293"
"300432","FLJG","2024-09-30","A","0.072064"
"300432","FLJG","2024-12-31","A","0.093555"
"300432","FLJG","2024-12-31","B","0.048292"
"300432","FLJG","2025-03-31","A","0.026578"
"300432","FLJG","2025-06-30","A","0.040342"
"300432","FLJG","2025-06-30","B","-0.002516"
"300432","FLJG","2025-09-30","A","0.073075"
"300432","FLJG","2025-12-31","A","0.094431"
"300432","FLJG","2025-12-31","B","0.004615"
"300432","FLJG","2026-03-31","A","0.044044"
"300433","LSKJ","2024-06-30","A","0.019190"
"300433","LSKJ","2024-06-30","B","0.018022"
"300433","LSKJ","2024-09-30","A","0.050719"
"300433","LSKJ","2024-12-31","A","0.075275"
"300433","LSKJ","2024-12-31","B","0.048838"
"300433","LSKJ","2025-03-31","A","0.009206"
"300433","LSKJ","2025-06-30","A","0.024883"
"300433","LSKJ","2025-06-30","B","0.016987"
"300433","LSKJ","2025-09-30","A","0.051797"
"300433","LSKJ","2025-12-31","A","0.073352"
"300433","LSKJ","2025-12-31","B","0.061437"
"300433","LSKJ","2026-03-31","A","-0.002646"
"300434","JSYY","2024-06-30","A","0.015706"
"300434","JSYY","2024-06-30","B","0.035186"
"300434","JSYY","2024-09-30","A","0.022931"
"300434","JSYY","2024-12-31","A","0.035861"
"300434","JSYY","2024-12-31","B","0.028846"
"300434","JSYY","2025-03-31","A","0.024519"
"300434","JSYY","2025-06-30","A","0.025664"
"300434","JSYY","2025-06-30","B","0.012872"
"300434","JSYY","2025-09-30","A","0.037380"
"300434","JSYY","2025-12-31","A","0.049975"
"300434","JSYY","2025-12-31","B","0.008658"
"300434","JSYY","2026-03-31","A","0.043002"
"300435","ZTGF","2024-06-30","A","0.037623"
"300435","ZTGF","2024-06-30","B","0.029414"
"300435","ZTGF","2024-09-30","A","0.056471"
"300435","ZTGF","2024-12-31","A","-0.027009"
"300435","ZTGF","2024-12-31","B","0.015884"
"300435","ZTGF","2025-03-31","A","0.032074"
"300435","ZTGF","2025-06-30","A","0.042649"
"300435","ZTGF","2025-06-30","B","0.041166"
"300435","ZTGF","2025-09-30","A","0.099461"
"300435","ZTGF","2025-12-31","A","0.129816"
"300435","ZTGF","2025-12-31","B","0.154761"
"300435","ZTGF","2026-03-31","A","0.012434"
"300436","GST","2024-06-30","A","-0.067753"
"300436","GST","2024-06-30","B","-0.003927"
"300436","GST","2024-09-30","A","-0.148858"
"300436","GST","2024-12-31","A","-0.434669"
"300436","GST","2024-12-31","B","-0.061807"
"300436","GST","2025-03-31","A","-0.080389"
"300436","GST","2025-06-30","A","-0.216228"
"300436","GST","2025-06-30","B","-0.031513"
"300436","GST","2025-09-30","A","-0.253801"
"300436","GST","2025-12-31","A","-0.698340"
"300436","GST","2025-12-31","B","-0.082169"
"300436","GST","2026-03-31","A","-0.095262"
"300437","QSY","2024-06-30","A","-0.029437"
"300437","QSY","2024-06-30","B","-0.015325"
"300437","QSY","2024-09-30","A","-0.036552"
"300437","QSY","2024-12-31","A","-0.039343"
"300437","QSY","2024-12-31","B","-0.023127"
"300437","QSY","2025-03-31","A","-0.003386"
"300437","QSY","2025-06-30","A","-0.017788"
"300437","QSY","2025-06-30","B","-0.004683"
"300437","QSY","2025-09-30","A","-0.024983"
"300437","QSY","2025-12-31","A","-0.027638"
"300437","QSY","2025-12-31","B","-0.004131"
"300437","QSY","2026-03-31","A","-0.000499"
"300438","PHNY","2024-06-30","A","0.003372"
"300438","PHNY","2024-06-30","B","0.005658"
"300438","PHNY","2024-09-30","A","0.005525"
"300438","PHNY","2024-12-31","A","-0.061610"
"300438","PHNY","2024-12-31","B","0.049782"
"300438","PHNY","2025-03-31","A","-0.008871"
"300438","PHNY","2025-06-30","A","-0.020310"
"300438","PHNY","2025-06-30","B","-0.017409"
"300438","PHNY","2025-09-30","A","0.019537"
"300438","PHNY","2025-12-31","A","0.036080"
"300438","PHNY","2025-12-31","B","-0.003144"
"300438","PHNY","2026-03-31","A","0.056920"
"300439","MKSW","2024-06-30","A","0.062986"
"300439","MKSW","2024-06-30","B","0.099440"
"300439","MKSW","2024-09-30","A","0.077534"
"300439","MKSW","2024-12-31","A","0.089544"
"300439","MKSW","2024-12-31","B","0.102320"
"300439","MKSW","2025-03-31","A","0.010049"
"300439","MKSW","2025-06-30","A","0.018881"
"300439","MKSW","2025-06-30","B","0.006135"
"300439","MKSW","2025-09-30","A","0.019974"
"300439","MKSW","2025-12-31","A","0.020817"
"300439","MKSW","2025-12-31","B","-0.012211"
"300439","MKSW","2026-03-31","A","0.011133"
"300440","YDKJ","2024-06-30","A","0.008778"
"300440","YDKJ","2024-06-30","B","0.111476"
"300440","YDKJ","2024-09-30","A","0.023721"
