"Stkcd","ShortName_EN","Accper","Typrep","F050501B"
"600616","JFJY","2025-03-31","A","0.001364"
"600616","JFJY","2025-06-30","A","-0.004179"
"600616","JFJY","2025-06-30","B","-0.010317"
"600616","JFJY","2025-09-30","A","-0.005771"
"600616","JFJY","2025-12-31","A","0.001333"
"600616","JFJY","2025-12-31","B","0.007706"
"600616","JFJY","2026-03-31","A","0.000693"
"600617","GXNY","2024-06-30","A","0.017330"
"600617","GXNY","2024-06-30","B","-0.002534"
"600617","GXNY","2024-09-30","A","-0.000484"
"600617","GXNY","2024-09-30","B","-0.003862"
"600617","GXNY","2024-12-31","A","-0.051741"
"600617","GXNY","2024-12-31","B","0.002512"
"600617","GXNY","2025-03-31","A","0.031411"
"600617","GXNY","2025-06-30","A","0.018603"
"600617","GXNY","2025-06-30","B","0.001862"
"600617","GXNY","2025-09-30","A","-0.000714"
"600617","GXNY","2025-12-31","A","-0.022973"
"600617","GXNY","2025-12-31","B","0.002966"
"600617","GXNY","2026-03-31","A","0.035117"
"600618","LJHG","2024-06-30","A","0.048884"
"600618","LJHG","2024-06-30","B","0.040507"
"600618","LJHG","2024-09-30","A","0.075895"
"600618","LJHG","2024-12-31","A","0.095366"
"600618","LJHG","2024-12-31","B","0.076662"
"600618","LJHG","2025-03-31","A","0.025955"
"600618","LJHG","2025-06-30","A","0.049769"
"600618","LJHG","2025-06-30","B","0.039062"
"600618","LJHG","2025-09-30","A","0.067610"
"600618","LJHG","2025-12-31","A","0.092479"
"600618","LJHG","2025-12-31","B","0.080824"
"600618","LJHG","2026-03-31","A","0.021623"
"600619","HLGF","2024-06-30","A","-0.001548"
"600619","HLGF","2024-06-30","B","0.022868"
"600619","HLGF","2024-09-30","A","-0.000712"
"600619","HLGF","2024-09-30","B","0.027970"
"600619","HLGF","2024-12-31","A","0.002129"
"600619","HLGF","2024-12-31","B","0.012476"
"600619","HLGF","2025-03-31","A","0.004980"
"600619","HLGF","2025-03-31","B","-0.001227"
"600619","HLGF","2025-06-30","A","0.009209"
"600619","HLGF","2025-06-30","B","0.004383"
"600619","HLGF","2025-09-30","A","0.014200"
"600619","HLGF","2025-09-30","B","0.000738"
"600619","HLGF","2025-12-31","A","0.011813"
"600619","HLGF","2025-12-31","B","0.009525"
"600619","HLGF","2026-03-31","A","0.013937"
"600619","HLGF","2026-03-31","B","-0.001273"
"600620","TCGF","2024-06-30","A","0.001873"
"600620","TCGF","2024-06-30","B","0.043571"
"600620","TCGF","2024-09-30","A","-0.002426"
"600620","TCGF","2024-12-31","A","0.020783"
"600620","TCGF","2024-12-31","B","0.031598"
"600620","TCGF","2025-03-31","A","0.002217"
"600620","TCGF","2025-06-30","A","0.013047"
"600620","TCGF","2025-06-30","B","-0.005062"
"600620","TCGF","2025-09-30","A","0.017854"
"600620","TCGF","2025-12-31","A","0.013060"
"600620","TCGF","2025-12-31","B","-0.008366"
"600620","TCGF","2026-03-31","A","-0.006851"
"600621","HXGF","2024-06-30","A","0.019006"
"600621","HXGF","2024-06-30","B","0.019112"
"600621","HXGF","2024-09-30","A","0.037582"
"600621","HXGF","2024-12-31","A","0.043391"
"600621","HXGF","2024-12-31","B","0.021973"
"600621","HXGF","2025-03-31","A","0.016058"
"600621","HXGF","2025-06-30","A","0.025681"
"600621","HXGF","2025-06-30","B","0.007578"
"600621","HXGF","2025-09-30","A","0.056464"
"600621","HXGF","2025-12-31","A","0.069113"
"600621","HXGF","2025-12-31","B","0.012695"
"600621","HXGF","2026-03-31","A","0.016600"
"600622","GDJB","2024-06-30","A","-0.049512"
"600622","GDJB","2024-06-30","B","0.489109"
"600622","GDJB","2024-09-30","A","-0.064320"
"600622","GDJB","2024-12-31","A","-0.284452"
"600622","GDJB","2024-12-31","B","0.405716"
"600622","GDJB","2025-03-31","A","-0.022502"
"600622","GDJB","2025-06-30","A","-0.075957"
"600622","GDJB","2025-06-30","B","-0.123467"
"600622","GDJB","2025-09-30","A","-0.115325"
"600622","GDJB","2025-12-31","A","-0.393245"
"600622","GDJB","2025-12-31","B","-0.354948"
"600622","GDJB","2026-03-31","A","-0.028682"
"600623","HYJT","2024-06-30","A","0.023345"
"600623","HYJT","2024-06-30","B","0.013150"
"600623","HYJT","2024-09-30","A","0.032822"
"600623","HYJT","2024-09-30","B","0.081211"
"600623","HYJT","2024-12-31","A","0.044713"
"600623","HYJT","2024-12-31","B","0.083178"
"600623","HYJT","2025-03-31","A","0.004687"
"600623","HYJT","2025-03-31","B","-0.002404"
"600623","HYJT","2025-06-30","A","0.017073"
"600623","HYJT","2025-06-30","B","0.003595"
"600623","HYJT","2025-09-30","A","0.011609"
"600623","HYJT","2025-09-30","B","0.002873"
"600623","HYJT","2025-12-31","A","0.018091"
"600623","HYJT","2025-12-31","B","0.000410"
"600623","HYJT","2026-03-31","A","0.005466"
"600623","HYJT","2026-03-31","B","-0.003774"
"600624","FDFH","2024-06-30","A","-0.020097"
"600624","FDFH","2024-06-30","B","-0.019605"
"600624","FDFH","2024-09-30","A","-0.042853"
"600624","FDFH","2024-12-31","A","-0.199245"
"600624","FDFH","2024-12-31","B","-0.068245"
"600624","FDFH","2025-03-31","A","-0.012278"
"600624","FDFH","2025-06-30","A","-0.012434"
"600624","FDFH","2025-06-30","B","-0.016529"
"600624","ST FH","2025-09-30","A","-0.030332"
"600624","ST FH","2025-12-31","A","-0.424603"
"600624","ST FH","2025-12-31","B","-0.059940"
"600624","ST FH","2026-03-31","A","-0.024250"
"600626","SDGF","2024-06-30","A","0.021290"
"600626","SDGF","2024-06-30","B","0.005124"
"600626","SDGF","2024-09-30","A","-0.005611"
"600626","SDGF","2024-12-31","A","0.023598"
"600626","SDGF","2024-12-31","B","0.012443"
"600626","SDGF","2025-03-31","A","-0.013651"
"600626","SDGF","2025-06-30","A","-0.011195"
"600626","SDGF","2025-06-30","B","-0.000141"
"600626","SDGF","2025-09-30","A","-0.001157"
"600626","SDGF","2025-12-31","A","0.009262"
"600626","SDGF","2025-12-31","B","0.000234"
"600626","SDGF","2026-03-31","A","-0.002397"
"600628","XSJ","2024-06-30","A","0.010915"
"600628","XSJ","2024-06-30","B","0.014089"
"600628","XSJ","2024-09-30","A","0.015326"
"600628","XSJ","2024-12-31","A","0.016388"
"600628","XSJ","2024-12-31","B","0.012126"
"600628","XSJ","2025-03-31","A","0.003978"
"600628","XSJ","2025-06-30","A","0.010632"
"600628","XSJ","2025-06-30","B","0.002666"
"600628","XSJ","2025-09-30","A","0.015132"
"600628","XSJ","2025-12-31","A","0.015705"
"600628","XSJ","2025-12-31","B","0.004238"
"600628","XSJ","2026-03-31","A","0.005251"
"600629","HJJT","2024-06-30","A","0.036233"
"600629","HJJT","2024-06-30","B","-0.008298"
"600629","HJJT","2024-09-30","A","0.048048"
"600629","HJJT","2024-09-30","B","-0.016312"
"600629","HJJT","2024-12-31","A","0.064634"
"600629","HJJT","2024-12-31","B","0.000632"
"600629","HJJT","2025-03-31","A","0.010853"
"600629","HJJT","2025-03-31","B","-0.002570"
"600629","HJJT","2025-06-30","A","0.024916"
"600629","HJJT","2025-06-30","B","-0.002750"
"600629","HJJT","2025-09-30","A","0.028619"
"600629","HJJT","2025-09-30","B","-0.009789"
"600629","HJJT","2025-12-31","A","0.013872"
"600629","HJJT","2025-12-31","B","0.016761"
"600629","HJJT","2026-03-31","A","0.001165"
"600629","HJJT","2026-03-31","B","0.001678"
"600630","LTGF","2024-06-30","A","0.055859"
"600630","LTGF","2024-06-30","B","0.014145"
"600630","LTGF","2024-09-30","A","0.050668"
"600630","LTGF","2024-12-31","A","0.053729"
"600630","LTGF","2024-12-31","B","0.014000"
"600630","LTGF","2025-03-31","A","0.022952"
"600630","LTGF","2025-06-30","A","0.028494"
"600630","LTGF","2025-06-30","B","0.001619"
"600630","LTGF","2025-09-30","A","0.038340"
"600630","LTGF","2025-12-31","A","0.060443"
"600630","LTGF","2025-12-31","B","0.029365"
"600630","LTGF","2026-03-31","A","0.030883"
"600633","ZSWH","2024-06-30","A","0.011978"
"600633","ZSWH","2024-06-30","B","0.005800"
"600633","ZSWH","2024-09-30","A","0.042434"
"600633","ZSWH","2024-12-31","A","0.049330"
"600633","ZSWH","2024-12-31","B","0.122961"
"600633","ZSWH","2025-03-31","A","0.013373"
"600633","ZSWH","2025-06-30","A","0.033336"
"600633","ZSWH","2025-06-30","B","0.057840"
"600633","ZSWH","2025-09-30","A","0.046562"
"600633","ZSWH","2025-12-31","A","0.050146"
"600633","ZSWH","2025-12-31","B","0.053272"
"600633","ZSWH","2026-03-31","A","0.013440"
"600635","DZGY","2024-06-30","A","0.023191"
"600635","DZGY","2024-06-30","B","0.011362"
"600635","DZGY","2024-09-30","A","0.028216"
"600635","DZGY","2024-09-30","B","0.009346"
"600635","DZGY","2024-12-31","A","0.032710"
"600635","DZGY","2024-12-31","B","0.030883"
"600635","DZGY","2025-03-31","A","0.023459"
"600635","DZGY","2025-03-31","B","0.016806"
"600635","DZGY","2025-06-30","A","0.040773"
"600635","DZGY","2025-06-30","B","0.042289"
"600635","DZGY","2025-09-30","A","0.058879"
"600635","DZGY","2025-09-30","B","0.064378"
"600635","DZGY","2025-12-31","A","0.048133"
"600635","DZGY","2025-12-31","B","0.054586"
"600635","DZGY","2026-03-31","A","0.010027"
"600635","DZGY","2026-03-31","B","0.002235"
"600636","GXWH","2024-06-30","A","-0.015200"
"600636","GXWH","2024-06-30","B","0.019998"
"600636","GXWH","2024-09-30","A","-0.007538"
"600636","GXWH","2024-09-30","B","0.017238"
"600636","GXWH","2024-12-31","A","-0.199697"
"600636","GXWH","2024-12-31","B","-0.219900"
"600636","GXWH","2025-03-31","A","-0.004055"
"600636","GXWH","2025-03-31","B","0.026280"
"600636","*ST GH","2025-06-30","A","0.003423"
"600636","*ST GH","2025-06-30","B","0.023792"
"600636","*ST GH","2025-09-30","A","0.016718"
"600636","*ST GH","2025-09-30","B","0.017695"
"600636","*ST GH","2025-12-31","A","-0.141111"
"600636","*ST GH","2025-12-31","B","-0.132122"
"600636","*ST GH","2026-03-31","A","-0.012403"
"600636","*ST GH","2026-03-31","B","-0.001365"
"600637","DFMZ","2024-06-30","A","0.011956"
"600637","DFMZ","2024-06-30","B","0.004795"
"600637","DFMZ","2024-09-30","A","0.020264"
"600637","DFMZ","2024-12-31","A","0.019574"
"600637","DFMZ","2024-12-31","B","0.013622"
"600637","DFMZ","2025-03-31","A","0.003435"
"600637","DFMZ","2025-06-30","A","0.009887"
"600637","DFMZ","2025-06-30","B","0.008288"
"600637","DFMZ","2025-09-30","A","0.015437"
"600637","DFMZ","2025-12-31","A","0.018181"
"600637","DFMZ","2025-12-31","B","0.025942"
"600637","DFMZ","2026-03-31","A","0.001631"
"600638","XHP","2024-06-30","A","0.004423"
"600638","XHP","2024-06-30","B","0.005925"
"600638","XHP","2024-09-30","A","0.019774"
"600638","XHP","2024-12-31","A","0.039010"
"600638","XHP","2024-12-31","B","0.013499"
"600638","XHP","2025-03-31","A","0.016341"
"600638","XHP","2025-06-30","A","0.021889"
"600638","XHP","2025-06-30","B","0.012594"
"600638","XHP","2025-09-30","A","0.029642"
"600638","XHP","2025-12-31","A","0.030813"
"600638","XHP","2025-12-31","B","0.014206"
"600638","XHP","2026-03-31","A","0.027749"
"600639","PDJQ","2024-06-30","A","0.017700"
"600639","PDJQ","2024-06-30","B","0.007725"
"600639","PDJQ","2024-09-30","A","0.020593"
"600639","PDJQ","2024-09-30","B","0.006638"
"600639","PDJQ","2024-12-31","A","0.052049"
"600639","PDJQ","2024-12-31","B","0.063653"
"600639","PDJQ","2025-03-31","A","0.004996"
"600639","PDJQ","2025-03-31","B","0.003026"
"600639","PDJQ","2025-06-30","A","0.008531"
"600639","PDJQ","2025-06-30","B","0.007273"
"600639","PDJQ","2025-09-30","A","0.016547"
"600639","PDJQ","2025-09-30","B","0.008791"
"600639","PDJQ","2025-12-31","A","0.052812"
"600639","PDJQ","2025-12-31","B","0.020280"
"600639","PDJQ","2026-03-31","A","0.003380"
"600639","PDJQ","2026-03-31","B","0.002585"
"600640","GMWH","2024-06-30","A","0.002951"
"600640","GMWH","2024-06-30","B","-0.007066"
"600640","GMWH","2024-09-30","A","0.004075"
"600640","GMWH","2024-12-31","A","0.004432"
"600640","GMWH","2024-12-31","B","0.005290"
"600640","GMWH","2025-03-31","A","0.001081"
"600640","GMWH","2025-06-30","A","0.003081"
"600640","GMWH","2025-06-30","B","-0.005715"
"600640","GMWH","2025-09-30","A","0.004751"
"600640","GMWH","2025-12-31","A","0.004110"
"600640","GMWH","2025-12-31","B","0.006911"
"600640","GMWH","2026-03-31","A","0.001618"
"600641","WYQY","2024-06-30","A","-0.013598"
"600641","WYQY","2024-06-30","B","-0.017086"
"600641","WYQY","2024-09-30","A","-0.012572"
"600641","WYQY","2024-12-31","A","-0.000754"
"600641","WYQY","2024-12-31","B","0.034274"
"600641","WYQY","2025-03-31","A","-0.004860"
"600641","WYQY","2025-06-30","A","-0.002117"
"600641","WYQY","2025-06-30","B","0.004325"
"600641","WYQY","2025-09-30","A","-0.007136"
"600641","XDJD","2025-12-31","A","-0.027490"
"600641","XDJD","2025-12-31","B","-0.023356"
"600641","XDJD","2026-03-31","A","-0.005655"
"600642","SNGF","2024-06-30","A","0.059654"
"600642","SNGF","2024-06-30","B","0.043933"
"600642","SNGF","2024-09-30","A","0.086632"
"600642","SNGF","2024-09-30","B","0.057589"
"600642","SNGF","2024-12-31","A","0.104187"
"600642","SNGF","2024-12-31","B","0.071654"
"600642","SNGF","2025-03-31","A","0.026096"
"600642","SNGF","2025-03-31","B","0.012012"
"600642","SNGF","2025-06-30","A","0.054241"
"600642","SNGF","2025-06-30","B","0.034830"
"600642","SNGF","2025-09-30","A","0.082994"
"600642","SNGF","2025-09-30","B","0.049217"
"600642","SNGF","2025-12-31","A","0.100172"
"600642","SNGF","2025-12-31","B","0.072814"
"600642","SNGF","2026-03-31","A","0.020804"
"600642","SNGF","2026-03-31","B","0.019684"
"600643","AJJT","2024-06-30","A","0.016782"
"600643","AJJT","2024-06-30","B","-0.002053"
"600643","AJJT","2024-09-30","A","0.019745"
"600643","AJJT","2024-09-30","B","0.005594"
"600643","AJJT","2024-12-31","A","-0.045087"
"600643","AJJT","2024-12-31","B","0.010891"
"600643","AJJT","2025-03-31","A","0.007818"
"600643","AJJT","2025-03-31","B","0.002510"
"600643","AJJT","2025-06-30","A","0.011776"
"600643","AJJT","2025-06-30","B","0.008899"
"600643","AJJT","2025-09-30","A","0.015694"
"600643","AJJT","2025-09-30","B","0.022801"
"600643","AJJT","2025-12-31","A","-0.195788"
"600643","AJJT","2025-12-31","B","0.005208"
"600643","AJJT","2026-03-31","A","0.000804"
"600643","AJJT","2026-03-31","B","0.003095"
"600644","LSDL","2024-06-30","A","0.005765"
"600644","LSDL","2024-06-30","B","0.012687"
"600644","LSDL","2024-09-30","A","0.034276"
"600644","LSDL","2024-12-31","A","0.013497"
"600644","LSDL","2024-12-31","B","0.011783"
"600644","LSDL","2025-03-31","A","-0.000930"
"600644","LSDL","2025-06-30","A","0.003766"
"600644","LSDL","2025-06-30","B","0.006564"
"600644","LSDL","2025-09-30","A","0.031166"
"600644","LSDL","2025-12-31","A","0.011272"
"600644","LSDL","2025-12-31","B","0.014797"
"600644","LSDL","2026-03-31","A","-0.001793"
"600645","ZYXH","2024-06-30","A","0.023162"
"600645","ZYXH","2024-06-30","B","0.008813"
"600645","ZYXH","2024-09-30","A","0.036010"
"600645","ZYXH","2024-12-31","A","0.024420"
"600645","ZYXH","2024-12-31","B","-0.004331"
"600645","ZYXH","2025-03-31","A","0.006939"
"600645","ZYXH","2025-06-30","A","0.014094"
"600645","ZYXH","2025-06-30","B","-0.011002"
"600645","ZYXH","2025-09-30","A","0.026547"
"600645","ZYXH","2025-12-31","A","0.027572"
"600645","ZYXH","2025-12-31","B","-0.009168"
"600645","ZYXH","2026-03-31","A","0.006413"
"600648","WGQ","2024-06-30","A","0.011278"
"600648","WGQ","2024-06-30","B","0.038905"
"600648","WGQ","2024-09-30","A","0.034561"
"600648","WGQ","2024-12-31","A","0.071760"
"600648","WGQ","2024-12-31","B","0.068968"
"600648","WGQ","2025-03-31","A","0.003196"
"600648","WGQ","2025-06-30","A","0.007070"
"600648","WGQ","2025-06-30","B","0.041400"
"600648","WGQ","2025-09-30","A","0.011144"
"600648","WGQ","2025-12-31","A","0.057605"
"600648","WGQ","2025-12-31","B","0.098750"
"600648","WGQ","2026-03-31","A","0.001024"
"600649","CTKG","2024-06-30","A","-0.005596"
"600649","CTKG","2024-06-30","B","-0.006507"
"600649","CTKG","2024-09-30","A","-0.011551"
"600649","CTKG","2024-09-30","B","-0.007971"
"600649","CTKG","2024-12-31","A","0.009706"
"600649","CTKG","2024-12-31","B","-0.003299"
"600649","CTKG","2025-03-31","A","0.001278"
"600649","CTKG","2025-03-31","B","-0.000169"
"600649","CTKG","2025-06-30","A","0.006874"
"600649","CTKG","2025-06-30","B","-0.000100"
"600649","CTKG","2025-09-30","A","0.012230"
"600649","CTKG","2025-09-30","B","-0.002852"
"600649","CTKG","2025-12-31","A","0.011160"
"600649","CTKG","2025-12-31","B","0.048041"
"600649","CTKG","2026-03-31","A","0.000106"
"600649","CTKG","2026-03-31","B","-0.001251"
"600650","JJZX","2024-06-30","A","0.027288"
"600650","JJZX","2024-06-30","B","0.018656"
"600650","JJZX","2024-09-30","A","0.041783"
"600650","JJZX","2024-12-31","A","0.048343"
"600650","JJZX","2024-12-31","B","0.032705"
"600650","JJZX","2025-03-31","A","0.003687"
"600650","JJZX","2025-06-30","A","0.019338"
"600650","JJZX","2025-06-30","B","0.013247"
"600650","JJZX","2025-09-30","A","0.024049"
"600650","JJZX","2025-12-31","A","0.035865"
"600650","JJZX","2025-12-31","B","0.013428"
"600650","JJZX","2026-03-31","A","0.004147"
"600651","FLYX","2024-06-30","A","0.004546"
"600651","FLYX","2024-06-30","B","-0.010821"
"600651","FLYX","2024-09-30","A","0.010128"
"600651","FLYX","2024-12-31","A","0.015858"
"600651","FLYX","2024-12-31","B","0.010090"
"600651","FLYX","2025-03-31","A","0.000542"
"600651","FLYX","2025-06-30","A","0.009602"
"600651","FLYX","2025-06-30","B","-0.010773"
"600651","FLYX","2025-09-30","A","0.014757"
"600651","FLYX","2025-12-31","A","0.022712"
"600651","FLYX","2025-12-31","B","0.011598"
"600651","FLYX","2026-03-31","A","0.002986"
"600653","SHKG","2024-06-30","A","-0.045640"
"600653","SHKG","2024-06-30","B","-0.037399"
"600653","SHKG","2024-09-30","A","-0.062546"
"600653","SHKG","2024-12-31","A","0.032990"
"600653","SHKG","2024-12-31","B","-0.030524"
"600653","SHKG","2025-03-31","A","-0.009296"
"600653","SHKG","2025-06-30","A","-0.078157"
"600653","SHKG","2025-06-30","B","-0.051911"
"600653","SHKG","2025-09-30","A","-0.120536"
"600653","SHKG","2025-12-31","A","-0.264512"
"600653","SHKG","2025-12-31","B","-0.220489"
"600653","SHKG","2026-03-31","A","-0.030007"
"600654","ZAX","2024-06-30","A","0.015466"
"600654","ZAX","2024-06-30","B","-0.002076"
"600654","ZAK","2024-09-30","A","0.006565"
"600654","ZAK","2024-12-31","A","0.012102"
"600654","ZAK","2024-12-31","B","-0.003638"
"600654","ZAK","2025-03-31","A","0.005134"
"600654","ZAK","2025-06-30","A","0.001490"
"600654","ZAK","2025-06-30","B","-0.002943"
"600654","ZAK","2025-09-30","A","0.114397"
"600654","ZAK","2025-12-31","A","0.034003"
"600654","ZAK","2025-12-31","B","0.020024"
"600654","ZAK","2026-03-31","A","0.016833"
"600655","YYGF","2024-06-30","A","0.025464"
"600655","YYGF","2024-06-30","B","0.043003"
"600655","YYGF","2024-09-30","A","0.024419"
"600655","YYGF","2024-09-30","B","0.044561"
"600655","YYGF","2024-12-31","A","-0.011048"
"600655","YYGF","2024-12-31","B","0.047793"
"600655","YYGF","2025-03-31","A","-0.000025"
"600655","YYGF","2025-03-31","B","-0.000158"
"600655","YYGF","2025-06-30","A","-0.002497"
"600655","YYGF","2025-06-30","B","0.022817"
"600655","YYGF","2025-09-30","A","-0.019802"
"600655","YYGF","2025-09-30","B","0.016867"
"600655","YYGF","2025-12-31","A","-0.164279"
"600655","YYGF","2025-12-31","B","-0.005363"
"600655","YYGF","2026-03-31","A","0.005726"
"600655","YYGF","2026-03-31","B","-0.008875"
"600657","XDDC","2024-06-30","A","0.002943"
"600657","XDDC","2024-06-30","B","-0.018049"
"600657","XDDC","2024-09-30","A","-0.006020"
"600657","XDDC","2024-09-30","B","-0.026968"
"600657","XDDC","2024-12-31","A","-0.031182"
"600657","XDDC","2024-12-31","B","-0.037525"
"600657","XDDC","2025-03-31","A","-0.009363"
"600657","XDDC","2025-03-31","B","-0.005220"
"600657","XDDC","2025-06-30","A","-0.166963"
"600657","XDDC","2025-06-30","B","-0.013736"
"600657","XDDC","2025-09-30","A","-0.266540"
"600657","XDDC","2025-09-30","B","-0.025354"
"600657","XDDC","2025-12-31","A","-0.458248"
"600657","XDDC","2025-12-31","B","-0.033181"
"600657","XDDC","2026-03-31","A","-0.027428"
"600657","XDDC","2026-03-31","B","-0.004372"
"600658","DZC","2024-06-30","A","-0.006305"
"600658","DZC","2024-06-30","B","-0.014865"
"600658","DZC","2024-09-30","A","-0.068538"
"600658","DZC","2024-09-30","B","-0.015206"
"600658","DZC","2024-12-31","A","-0.255636"
"600658","DZC","2024-12-31","B","-0.068220"
"600658","DZC","2025-03-31","A","-0.012034"
"600658","DZC","2025-03-31","B","0.002828"
"600658","DZC","2025-06-30","A","-0.024966"
"600658","DZC","2025-06-30","B","-0.000529"
"600658","DZC","2025-09-30","A","-0.063943"
"600658","DZC","2025-09-30","B","-0.008536"
"600658","DZC","2025-12-31","A","-0.407698"
"600658","DZC","2025-12-31","B","0.032812"
"600658","DZC","2026-03-31","A","-0.028531"
"600658","DZC","2026-03-31","B","-0.003968"
"600660","FYBL","2024-06-30","A","0.110760"
"600660","FYBL","2024-06-30","B","0.184647"
"600660","FYBL","2024-09-30","A","0.164232"
"600660","FYBL","2024-09-30","B","0.179099"
"600660","FYBL","2024-12-31","A","0.210282"
"600660","FYBL","2024-12-31","B","0.191253"
"600660","FYBL","2025-03-31","A","0.053845"
"600660","FYBL","2025-03-31","B","0.148045"
"600660","FYBL","2025-06-30","A","0.134878"
"600660","FYBL","2025-06-30","B","0.209312"
"600660","FYBL","2025-09-30","A","0.199263"
"600660","FYBL","2025-09-30","B","0.247750"
"600660","FYBL","2025-12-31","A","0.248103"
"600660","FYBL","2025-12-31","B","0.246722"
"600660","FYBL","2026-03-31","A","0.043756"
"600660","FYBL","2026-03-31","B","0.196906"
"600661","ALJY","2024-06-30","A","-0.084372"
"600661","ALJY","2024-06-30","B","-0.074476"
"600661","ALJY","2024-09-30","A","0.140234"
"600661","ALJY","2024-09-30","B","-0.099563"
"600661","ALJY","2024-12-31","A","-0.266721"
"600661","ALJY","2024-12-31","B","-0.149070"
"600661","ALJY","2025-03-31","A","0.091608"
"600661","ALJY","2025-03-31","B","-0.040869"
"600661","ALJY","2025-06-30","A","0.042027"
"600661","ALJY","2025-06-30","B","-0.099409"
"600661","ALJY","2025-09-30","A","0.228981"
"600661","ALJY","2025-09-30","B","-0.138353"
"600661","ALJY","2025-12-31","A","0.300710"
"600661","ALJY","2025-12-31","B","-0.163351"
"600661","ALJY","2026-03-31","A","0.081922"
"600661","ALJY","2026-03-31","B","-0.026204"
"600662","WFKG","2024-06-30","A","0.089058"
"600662","WFKG","2024-06-30","B","-0.000793"
"600662","WFKG","2024-09-30","A","0.120850"
"600662","WFKG","2024-12-31","A","0.217573"
"600662","WFKG","2024-12-31","B","0.037263"
"600662","WFKG","2025-03-31","A","0.040386"
"600662","WFKG","2025-06-30","A","0.080732"
"600662","WFKG","2025-06-30","B","-0.000509"
"600662","WFKG","2025-09-30","A","0.109330"
"600662","WFKG","2025-12-31","A","0.136389"
"600662","WFKG","2025-12-31","B","0.070116"
"600662","WFKG","2026-03-31","A","0.044649"
"600663","LJZ","2024-06-30","A","0.014753"
"600663","LJZ","2024-06-30","B","0.149518"
"600663","LJZ","2024-09-30","A","0.026732"
"600663","LJZ","2024-12-31","A","0.036968"
"600663","LJZ","2024-12-31","B","0.187985"
"600663","LJZ","2025-03-31","A","0.019293"
"600663","LJZ","2025-06-30","A","0.023547"
"600663","LJZ","2025-06-30","B","0.055514"
"600663","LJZ","2025-09-30","A","0.028154"
"600663","LJZ","2025-09-30","B","0.038672"
"600663","LJZ","2025-12-31","A","0.031760"
"600663","LJZ","2025-12-31","B","0.024019"
"600663","LJZ","2026-03-31","A","0.004859"
"600663","LJZ","2026-03-31","B","-0.005680"
"600664","HYGF","2024-06-30","A","0.062998"
"600664","HYGF","2024-06-30","B","0.145546"
"600664","HYGF","2024-09-30","A","0.092059"
"600664","HYGF","2024-12-31","A","0.113414"
"600664","HYGF","2024-12-31","B","0.109628"
"600664","HYGF","2025-03-31","A","0.034674"
"600664","HYGF","2025-06-30","A","0.041532"
"600664","HYGF","2025-06-30","B","0.087472"
"600664","HYGF","2025-09-30","A","0.053325"
"600664","HYGF","2025-12-31","A","0.061710"
"600664","HYGF","2025-12-31","B","0.012334"
"600664","HYGF","2026-03-31","A","0.024272"
"600665","TDY","2024-06-30","A","-0.001711"
"600665","TDY","2024-06-30","B","0.029314"
"600665","TDY","2024-09-30","A","0.024750"
"600665","TDY","2024-12-31","A","-0.257948"
"600665","TDY","2024-12-31","B","-0.018554"
"600665","TDY","2025-03-31","A","-0.009070"
"600665","TDY","2025-06-30","A","-0.018835"
"600665","TDY","2025-06-30","B","0.018756"
"600665","TDY","2025-09-30","A","-0.046611"
"600665","TDY","2025-12-31","A","-0.553403"
"600665","TDY","2025-12-31","B","0.012127"
"600665","TDY","2026-03-31","A","-0.076890"
"600666","ST RD","2024-06-30","A","-0.006405"
"600666","ST RD","2024-06-30","B","0.001704"
"600666","ARD","2024-09-30","A","-0.029099"
"600666","ARD","2024-12-31","A","-0.205061"
"600666","ARD","2024-12-31","B","0.002460"
"600666","ARD","2025-03-31","A","-0.011549"
"600666","ARD","2025-06-30","A","0.064949"
"600666","ARD","2025-06-30","B","0.001161"
"600666","ARD","2025-09-30","A","0.252759"
"600666","ARD","2025-12-31","A","0.129818"
"600666","ARD","2025-12-31","B","-0.004269"
"600666","ARD","2026-03-31","A","-0.008869"
"600667","TJSY","2024-06-30","A","0.050173"
"600667","TJSY","2024-06-30","B","0.053246"
"600667","TJSY","2024-09-30","A","0.065932"
"600667","TJSY","2024-12-31","A","0.081908"
"600667","TJSY","2024-12-31","B","0.049950"
"600667","TJSY","2025-03-31","A","0.015088"
"600667","TJSY","2025-03-31","B","-0.001440"
"600667","TJSY","2025-06-30","A","0.041990"
"600667","TJSY","2025-06-30","B","0.044650"
"600667","TJSY","2025-09-30","A","0.056824"
"600667","TJSY","2025-09-30","B","0.044290"
"600667","TJSY","2025-12-31","A","0.058824"
"600667","TJSY","2025-12-31","B","0.042359"
"600667","TJSY","2026-03-31","A","0.017058"
"600667","TJSY","2026-03-31","B","-0.001131"
"600668","JFJT","2024-06-30","A","0.010147"
"600668","JFJT","2024-06-30","B","0.026050"
"600668","JFJT","2024-09-30","A","0.015479"
"600668","JFJT","2024-12-31","A","0.023959"
"600668","JFJT","2024-12-31","B","0.033521"
"600668","JFJT","2025-03-31","A","0.097203"
"600668","JFJT","2025-06-30","A","0.103004"
"600668","JFJT","2025-06-30","B","0.190717"
"600668","JFJT","2025-09-30","A","0.107132"
"600668","JFJT","2025-12-31","A","0.067489"
"600668","JFJT","2025-12-31","B","0.224528"
"600668","JFJT","2026-03-31","A","-0.003861"
"600671","ST MY","2024-06-30","A","-0.459138"
